dataset,keyset,feature,bin,method,n_users,feature_min,feature_median,feature_max,mean_ndcg,mean_centered_ndcg
valuedshopper,0,adjacent_basket_jaccard,4,recency,1207,0.0636885044779781,0.0780892576482193,0.0970643187830687,0.2563528419215918,-0.10212116046309497
valuedshopper,0,adjacent_basket_jaccard,4,frequency,1207,0.0636885044779781,0.0780892576482193,0.0970643187830687,0.3918891905647401,0.03341518818005331
valuedshopper,0,adjacent_basket_jaccard,4,tifuknn,1207,0.0636885044779781,0.0780892576482193,0.0970643187830687,0.4183629968506894,0.05988899446600261
valuedshopper,0,adjacent_basket_jaccard,4,fpmc,1207,0.0636885044779781,0.0780892576482193,0.0970643187830687,0.24761347349108248,-0.11086052889360432
valuedshopper,0,adjacent_basket_jaccard,4,triple2vec,1207,0.0636885044779781,0.0780892576482193,0.0970643187830687,0.4114301338103588,0.052956131425672064
valuedshopper,0,adjacent_basket_jaccard,4,dnntsp,1207,0.0636885044779781,0.0780892576482193,0.0970643187830687,0.37938266158578615,0.020908659201099383
valuedshopper,0,adjacent_basket_jaccard,4,cbp,1207,0.0636885044779781,0.0780892576482193,0.0970643187830687,0.39668692987873966,0.03821292749405287
valuedshopper,0,adjacent_basket_jaccard,4,diffrec,1207,0.0636885044779781,0.0780892576482193,0.0970643187830687,0.3660737909745058,0.007599788589819085
valuedshopper,0,adjacent_basket_jaccard,5,recency,1275,0.0970676593521421,0.1303495115995115,0.59375,0.34850482143716427,-0.0929910784927754
valuedshopper,0,adjacent_basket_jaccard,5,frequency,1275,0.0970676593521421,0.1303495115995115,0.59375,0.4909723923680578,0.04947649243811821
valuedshopper,0,adjacent_basket_jaccard,5,tifuknn,1275,0.0970676593521421,0.1303495115995115,0.59375,0.5135488526340392,0.07205295270409946
valuedshopper,0,adjacent_basket_jaccard,5,fpmc,1275,0.0970676593521421,0.1303495115995115,0.59375,0.288140708059718,-0.15335519187022162
valuedshopper,0,adjacent_basket_jaccard,5,triple2vec,1275,0.0970676593521421,0.1303495115995115,0.59375,0.5053137404804603,0.06381784055052067
valuedshopper,0,adjacent_basket_jaccard,5,dnntsp,1275,0.0970676593521421,0.1303495115995115,0.59375,0.4472973844899123,0.0058014845599726654
valuedshopper,0,adjacent_basket_jaccard,5,cbp,1275,0.0970676593521421,0.1303495115995115,0.59375,0.4925364128754772,0.051040512945537554
valuedshopper,0,adjacent_basket_jaccard,5,diffrec,1275,0.0970676593521421,0.1303495115995115,0.59375,0.44565288709468814,0.004156987164748522
valuedshopper,0,recent_basket_novelty,1,recency,1316,0.0,0.2,0.3333333333333333,0.29519304884112235,-0.08070679969152149
valuedshopper,0,recent_basket_novelty,1,frequency,1316,0.0,0.2,0.3333333333333333,0.41319453077287815,0.03729468224023431
valuedshopper,0,recent_basket_novelty,1,tifuknn,1316,0.0,0.2,0.3333333333333333,0.4332789018955488,0.05737905336290498
valuedshopper,0,recent_basket_novelty,1,fpmc,1316,0.0,0.2,0.3333333333333333,0.24921466694856187,-0.12668518158408199
valuedshopper,0,recent_basket_novelty,1,triple2vec,1316,0.0,0.2,0.3333333333333333,0.4290635506669166,0.053163702134272774
valuedshopper,0,recent_basket_novelty,1,dnntsp,1316,0.0,0.2,0.3333333333333333,0.38819842418300365,0.012298575650359826
valuedshopper,0,recent_basket_novelty,1,cbp,1316,0.0,0.2,0.3333333333333333,0.41661937869880794,0.040719530166164065
valuedshopper,0,recent_basket_novelty,1,diffrec,1316,0.0,0.2,0.3333333333333333,0.3824362862543115,0.006536437721667609
valuedshopper,0,recent_basket_novelty,2,recency,1455,0.3421052631578947,0.4705882352941176,0.5,0.25337213897492245,-0.08540145141734319
valuedshopper,0,recent_basket_novelty,2,frequency,1455,0.3421052631578947,0.4705882352941176,0.5,0.3704533088551499,0.03167971846288421
valuedshopper,0,recent_basket_novelty,2,tifuknn,1455,0.3421052631578947,0.4705882352941176,0.5,0.38952337342774007,0.05074978303547441
valuedshopper,0,recent_basket_novelty,2,fpmc,1455,0.3421052631578947,0.4705882352941176,0.5,0.23488894648931627,-0.10388464390294942
valuedshopper,0,recent_basket_novelty,2,triple2vec,1455,0.3421052631578947,0.4705882352941176,0.5,0.3835991786122705,0.04482558822000483
valuedshopper,0,recent_basket_novelty,2,dnntsp,1455,0.3421052631578947,0.4705882352941176,0.5,0.35585370377247527,0.017080113380209577
valuedshopper,0,recent_basket_novelty,2,cbp,1455,0.3421052631578947,0.4705882352941176,0.5,0.3710843995685505,0.032310809176284816
valuedshopper,0,recent_basket_novelty,2,diffrec,1455,0.3421052631578947,0.4705882352941176,0.5,0.35141367343770047,0.012640083045434822
valuedshopper,0,recent_basket_novelty,3,recency,928,0.5076923076923077,0.5833333333333334,0.6333333333333333,0.2196659635472438,-0.09209746017053856
valuedshopper,0,recent_basket_novelty,3,frequency,928,0.5076923076923077,0.5833333333333334,0.6333333333333333,0.3364320889909016,0.024668665273119287
valuedshopper,0,recent_basket_novelty,3,tifuknn,928,0.5076923076923077,0.5833333333333334,0.6333333333333333,0.36230622455545397,0.05054280083767162
valuedshopper,0,recent_basket_novelty,3,fpmc,928,0.5076923076923077,0.5833333333333334,0.6333333333333333,0.22734990655957715,-0.08441351715820525
valuedshopper,0,recent_basket_novelty,3,triple2vec,928,0.5076923076923077,0.5833333333333334,0.6333333333333333,0.35608205223643724,0.044318628518654875
valuedshopper,0,recent_basket_novelty,3,dnntsp,928,0.5076923076923077,0.5833333333333334,0.6333333333333333,0.32641228804090083,0.014648864323118497
valuedshopper,0,recent_basket_novelty,3,cbp,928,0.5076923076923077,0.5833333333333334,0.6333333333333333,0.33915850286461435,0.027395079146831963
valuedshopper,0,recent_basket_novelty,3,diffrec,928,0.5076923076923077,0.5833333333333334,0.6333333333333333,0.32670036294713,0.014936939229347617
valuedshopper,0,recent_basket_novelty,4,recency,1232,0.6363636363636364,0.7,0.7954545454545454,0.17714238964857512,-0.0903119775010613
valuedshopper,0,recent_basket_novelty,4,frequency,1232,0.6363636363636364,0.7,0.7954545454545454,0.29738196266854283,0.029927595518906402
valuedshopper,0,recent_basket_novelty,4,tifuknn,1232,0.6363636363636364,0.7,0.7954545454545454,0.30700432367670155,0.03954995652706508
valuedshopper,0,recent_basket_novelty,4,fpmc,1232,0.6363636363636364,0.7,0.7954545454545454,0.19667182087261445,-0.07078254627702199
valuedshopper,0,recent_basket_novelty,4,triple2vec,1232,0.6363636363636364,0.7,0.7954545454545454,0.3044972612216115,0.037042894071975085
valuedshopper,0,recent_basket_novelty,4,dnntsp,1232,0.6363636363636364,0.7,0.7954545454545454,0.28002594677755244,0.012571579627916052
valuedshopper,0,recent_basket_novelty,4,cbp,1232,0.6363636363636364,0.7,0.7954545454545454,0.2982747920259292,0.030820424876292808
valuedshopper,0,recent_basket_novelty,4,diffrec,1232,0.6363636363636364,0.7,0.7954545454545454,0.2786364403055644,0.011182073155927914
valuedshopper,0,recent_basket_novelty,5,recency,1283,0.8,1.0,1.0,0.09491988456219884,-0.10637161323395088
valuedshopper,0,recent_basket_novelty,5,frequency,1283,0.8,1.0,1.0,0.2261823705263089,0.024890872730159247
valuedshopper,0,recent_basket_novelty,5,tifuknn,1283,0.8,1.0,1.0,0.24066539598577977,0.03937389818963004
valuedshopper,0,recent_basket_novelty,5,fpmc,1283,0.8,1.0,1.0,0.15057322681204416,-0.05071827098410553
valuedshopper,0,recent_basket_novelty,5,triple2vec,1283,0.8,1.0,1.0,0.23374344386741858,0.03245194607126888
valuedshopper,0,recent_basket_novelty,5,dnntsp,1283,0.8,1.0,1.0,0.2194530897596603,0.018161591963510575
valuedshopper,0,recent_basket_novelty,5,cbp,1283,0.8,1.0,1.0,0.22756094630280593,0.026269448506656204
valuedshopper,0,recent_basket_novelty,5,diffrec,1283,0.8,1.0,1.0,0.21723362455298117,0.01594212675683147
valuedshopper,0,popularity_profile,1,recency,1257,0.664468313641246,0.8993553270703168,0.9203382153776842,0.16979341871603212,-0.07255704037517827
valuedshopper,0,popularity_profile,1,frequency,1257,0.664468313641246,0.8993553270703168,0.9203382153776842,0.280579093611249,0.038228634520038565
valuedshopper,0,popularity_profile,1,tifuknn,1257,0.664468313641246,0.8993553270703168,0.9203382153776842,0.2850914243662798,0.04274096527506944
valuedshopper,0,popularity_profile,1,fpmc,1257,0.664468313641246,0.8993553270703168,0.9203382153776842,0.15624665806972832,-0.08610380102148209
valuedshopper,0,popularity_profile,1,triple2vec,1257,0.664468313641246,0.8993553270703168,0.9203382153776842,0.28594280840096953,0.04359234930975912
valuedshopper,0,popularity_profile,1,dnntsp,1257,0.664468313641246,0.8993553270703168,0.9203382153776842,0.2383532843014506,-0.0039971747897597915
valuedshopper,0,popularity_profile,1,cbp,1257,0.664468313641246,0.8993553270703168,0.9203382153776842,0.28116024157414354,0.03880978248293312
valuedshopper,0,popularity_profile,1,diffrec,1257,0.664468313641246,0.8993553270703168,0.9203382153776842,0.24163674368983035,-0.0007137154013800593
valuedshopper,0,popularity_profile,2,recency,1260,0.9203582380974618,0.9322296743566644,0.9405569173058548,0.19471504471279938,-0.08942335506480442
valuedshopper,0,popularity_profile,2,frequency,1260,0.9203582380974618,0.9322296743566644,0.9405569173058548,0.3200318483399693,0.03589344856236548
valuedshopper,0,popularity_profile,2,tifuknn,1260,0.9203582380974618,0.9322296743566644,0.9405569173058548,0.3276851692024872,0.043546769424883426
valuedshopper,0,popularity_profile,2,fpmc,1260,0.9203582380974618,0.9322296743566644,0.9405569173058548,0.19284785409088237,-0.0912905456867214
valuedshopper,0,popularity_profile,2,triple2vec,1260,0.9203582380974618,0.9322296743566644,0.9405569173058548,0.3270551090232229,0.04291670924561908
valuedshopper,0,popularity_profile,2,dnntsp,1260,0.9203582380974618,0.9322296743566644,0.9405569173058548,0.2933646627868159,0.009226263009212124
valuedshopper,0,popularity_profile,2,cbp,1260,0.9203582380974618,0.9322296743566644,0.9405569173058548,0.32194820962255527,0.0378098098449515
valuedshopper,0,popularity_profile,2,diffrec,1260,0.9203582380974618,0.9322296743566644,0.9405569173058548,0.29545930044209806,0.011320900664494263
valuedshopper,0,popularity_profile,3,recency,1225,0.9405585227778088,0.947394325293046,0.9530814614175191,0.19816376472561387,-0.10239508540866701
valuedshopper,0,popularity_profile,3,frequency,1225,0.9405585227778088,0.947394325293046,0.9530814614175191,0.3270766729648672,0.026517822830586277
valuedshopper,0,popularity_profile,3,tifuknn,1225,0.9405585227778088,0.947394325293046,0.9530814614175191,0.3472184317772253,0.046659581642944405
valuedshopper,0,popularity_profile,3,fpmc,1225,0.9405585227778088,0.947394325293046,0.9530814614175191,0.22699876879937017,-0.07356008133491078
valuedshopper,0,popularity_profile,3,triple2vec,1225,0.9405585227778088,0.947394325293046,0.9530814614175191,0.34201827030195275,0.041459420167671894
valuedshopper,0,popularity_profile,3,dnntsp,1225,0.9405585227778088,0.947394325293046,0.9530814614175191,0.3208655246176963,0.020306674483415416
valuedshopper,0,popularity_profile,3,cbp,1225,0.9405585227778088,0.947394325293046,0.9530814614175191,0.3291169910971499,0.028558140962869044
valuedshopper,0,popularity_profile,3,diffrec,1225,0.9405585227778088,0.947394325293046,0.9530814614175191,0.3130123767903717,0.012453526656090818
valuedshopper,0,popularity_profile,4,recency,1252,0.9530980524210164,0.9584322735810875,0.964058579537494,0.23489963760211138,-0.08870876981894485
valuedshopper,0,popularity_profile,4,frequency,1252,0.9530980524210164,0.9584322735810875,0.964058579537494,0.343787941758573,0.020179534337516864
valuedshopper,0,popularity_profile,4,tifuknn,1252,0.9530980524210164,0.9584322735810875,0.964058579537494,0.3725095851331103,0.04890117771205409
valuedshopper,0,popularity_profile,4,fpmc,1252,0.9530980524210164,0.9584322735810875,0.964058579537494,0.23935084413125174,-0.08425756328980444
valuedshopper,0,popularity_profile,4,triple2vec,1252,0.9530980524210164,0.9584322735810875,0.964058579537494,0.35890271360740655,0.03529430618635036
valuedshopper,0,popularity_profile,4,dnntsp,1252,0.9530980524210164,0.9584322735810875,0.964058579537494,0.350503527625117,0.02689512020406079
valuedshopper,0,popularity_profile,4,cbp,1252,0.9530980524210164,0.9584322735810875,0.964058579537494,0.34596261381527116,0.022354206394214995
valuedshopper,0,popularity_profile,4,diffrec,1252,0.9530980524210164,0.9584322735810875,0.964058579537494,0.34295039569560837,0.01934198827455223
valuedshopper,0,popularity_profile,5,recency,1220,0.9640590401352028,0.9704924722831845,0.9953797127667158,0.25031633021698124,-0.10106545305968377
valuedshopper,0,popularity_profile,5,frequency,1220,0.9640590401352028,0.9704924722831845,0.9953797127667158,0.3807619900134505,0.02938020673678549
valuedshopper,0,popularity_profile,5,tifuknn,1220,0.9640590401352028,0.9704924722831845,0.9953797127667158,0.4075466690996019,0.056164885822936876
valuedshopper,0,popularity_profile,5,fpmc,1220,0.9640590401352028,0.9704924722831845,0.9953797127667158,0.24513497661372777,-0.10624680666293723
valuedshopper,0,popularity_profile,5,triple2vec,1220,0.9640590401352028,0.9704924722831845,0.9953797127667158,0.40034747561902323,0.048965692342358196
valuedshopper,0,popularity_profile,5,dnntsp,1220,0.9640590401352028,0.9704924722831845,0.9953797127667158,0.3745548453981092,0.02317306212144413
valuedshopper,0,popularity_profile,5,cbp,1220,0.9640590401352028,0.9704924722831845,0.9953797127667158,0.38277586713674816,0.03139408386008317
valuedshopper,0,popularity_profile,5,diffrec,1220,0.9640590401352028,0.9704924722831845,0.9953797127667158,0.36961611211567824,0.018234328839013207
valuedshopper,0,neighbor_similarity,1,recency,1256,0.0752984478432176,0.12278409153537306,0.1343759096518427,0.17368891834255656,-0.06630207365615601
valuedshopper,0,neighbor_similarity,1,frequency,1256,0.0752984478432176,0.12278409153537306,0.1343759096518427,0.2760771242955413,0.036086132296828805
valuedshopper,0,neighbor_similarity,1,tifuknn,1256,0.0752984478432176,0.12278409153537306,0.1343759096518427,0.27721901836810275,0.03722802636939023
valuedshopper,0,neighbor_similarity,1,fpmc,1256,0.0752984478432176,0.12278409153537306,0.1343759096518427,0.14978899365472717,-0.09020199834398539
valuedshopper,0,neighbor_similarity,1,triple2vec,1256,0.0752984478432176,0.12278409153537306,0.1343759096518427,0.2751809430067217,0.03518995100800916
valuedshopper,0,neighbor_similarity,1,dnntsp,1256,0.0752984478432176,0.12278409153537306,0.1343759096518427,0.24325536686550206,0.003264374866789529
valuedshopper,0,neighbor_similarity,1,cbp,1256,0.0752984478432176,0.12278409153537306,0.1343759096518427,0.2753758258377367,0.03538483383902413
valuedshopper,0,neighbor_similarity,1,diffrec,1256,0.0752984478432176,0.12278409153537306,0.1343759096518427,0.24934174561881212,0.009350753620099595
valuedshopper,0,neighbor_similarity,2,recency,1228,0.134399036814789,0.143576248764775,0.1521664729226211,0.191351333197836,-0.08278138205883773
valuedshopper,0,neighbor_similarity,2,frequency,1228,0.134399036814789,0.143576248764775,0.1521664729226211,0.31074313277582855,0.036610417519154864
valuedshopper,0,neighbor_similarity,2,tifuknn,1228,0.134399036814789,0.143576248764775,0.1521664729226211,0.32382085903157215,0.049688143774898455
valuedshopper,0,neighbor_similarity,2,fpmc,1228,0.134399036814789,0.143576248764775,0.1521664729226211,0.17692047499842406,-0.09721224025824966
valuedshopper,0,neighbor_similarity,2,triple2vec,1228,0.134399036814789,0.143576248764775,0.1521664729226211,0.3178441409585558,0.043711425701882065
valuedshopper,0,neighbor_similarity,2,dnntsp,1228,0.134399036814789,0.143576248764775,0.1521664729226211,0.2811698299866957,0.007037114730021991
valuedshopper,0,neighbor_similarity,2,cbp,1228,0.134399036814789,0.143576248764775,0.1521664729226211,0.3111445419802203,0.037011826723546574
valuedshopper,0,neighbor_similarity,2,diffrec,1228,0.134399036814789,0.143576248764775,0.1521664729226211,0.28006740912425715,0.005934693867583442
valuedshopper,0,neighbor_similarity,3,recency,1244,0.1521941785423782,0.1607328605646307,0.1697760715733256,0.20481275491452414,-0.0960118600779283
valuedshopper,0,neighbor_similarity,3,frequency,1244,0.1521941785423782,0.1607328605646307,0.1697760715733256,0.32879285008389636,0.027968235091443937
valuedshopper,0,neighbor_similarity,3,tifuknn,1244,0.1521941785423782,0.1607328605646307,0.1697760715733256,0.34713678053231456,0.04631216553986216
valuedshopper,0,neighbor_similarity,3,fpmc,1244,0.1521941785423782,0.1607328605646307,0.1697760715733256,0.2065152749755179,-0.09430934001693451
valuedshopper,0,neighbor_similarity,3,triple2vec,1244,0.1521941785423782,0.1607328605646307,0.1697760715733256,0.3431888563994295,0.04236424140697704
valuedshopper,0,neighbor_similarity,3,dnntsp,1244,0.1521941785423782,0.1607328605646307,0.1697760715733256,0.32546751385773265,0.024642898865280233
valuedshopper,0,neighbor_similarity,3,cbp,1244,0.1521941785423782,0.1607328605646307,0.1697760715733256,0.3326836137491647,0.031858998756712296
valuedshopper,0,neighbor_similarity,3,diffrec,1244,0.1521941785423782,0.1607328605646307,0.1697760715733256,0.3179992754270396,0.017174660434587177
valuedshopper,0,neighbor_similarity,4,recency,1230,0.1697942205861034,0.17990288480671365,0.1915186873887311,0.22522897728206237,-0.09275820684933732
valuedshopper,0,neighbor_similarity,4,frequency,1230,0.1697942205861034,0.17990288480671365,0.1915186873887311,0.34083485245274253,0.022847668321342836
valuedshopper,0,neighbor_similarity,4,tifuknn,1230,0.1697942205861034,0.17990288480671365,0.1915186873887311,0.36555248031188675,0.04756529618048705
valuedshopper,0,neighbor_similarity,4,fpmc,1230,0.1697942205861034,0.17990288480671365,0.1915186873887311,0.23890608480115427,-0.07908109933024543
valuedshopper,0,neighbor_similarity,4,triple2vec,1230,0.1697942205861034,0.17990288480671365,0.1915186873887311,0.3584019602626941,0.040414776131294385
valuedshopper,0,neighbor_similarity,4,dnntsp,1230,0.1697942205861034,0.17990288480671365,0.1915186873887311,0.33663304873985156,0.018645864608451867
valuedshopper,0,neighbor_similarity,4,cbp,1230,0.1697942205861034,0.17990288480671365,0.1915186873887311,0.34414208530913576,0.026154901177736053
valuedshopper,0,neighbor_similarity,4,diffrec,1230,0.1697942205861034,0.17990288480671365,0.1915186873887311,0.33419798389167027,0.0162107997602706
valuedshopper,0,neighbor_similarity,5,recency,1256,0.1915217544647701,0.20832486003224165,0.3392759665789662,0.2516327522450786,-0.11561508699282688
valuedshopper,0,neighbor_similarity,5,frequency,1256,0.1915217544647701,0.20832486003224165,0.3392759665789662,0.39407523540815986,0.026827396170254363
valuedshopper,0,neighbor_similarity,5,tifuknn,1256,0.1915217544647701,0.20832486003224165,0.3392759665789662,0.42425791537570795,0.05701007613780253
valuedshopper,0,neighbor_similarity,5,fpmc,1256,0.1915217544647701,0.20832486003224165,0.3392759665789662,0.2866584074403644,-0.0805894317975411
valuedshopper,0,neighbor_similarity,5,triple2vec,1256,0.1915217544647701,0.20832486003224165,0.3392759665789662,0.41764397161090766,0.05039613237300219
valuedshopper,0,neighbor_similarity,5,dnntsp,1256,0.1915217544647701,0.20832486003224165,0.3392759665789662,0.38881498400601855,0.02156714476811306
valuedshopper,0,neighbor_similarity,5,cbp,1256,0.1915217544647701,0.20832486003224165,0.3392759665789662,0.39590964732688966,0.02866180808898415
valuedshopper,0,neighbor_similarity,5,diffrec,1256,0.1915217544647701,0.20832486003224165,0.3392759665789662,0.37898980049011727,0.011741961252211741
valuedshopper,0,transition_strength,1,recency,1254,0.0143296938382712,0.0341892193504591,0.0377629962664784,0.1700465646578207,-0.07469961618307056
valuedshopper,0,transition_strength,1,frequency,1254,0.0143296938382712,0.0341892193504591,0.0377629962664784,0.27438033373999543,0.029634152899104163
valuedshopper,0,transition_strength,1,tifuknn,1254,0.0143296938382712,0.0341892193504591,0.0377629962664784,0.28624250908836824,0.04149632824747703
valuedshopper,0,transition_strength,1,fpmc,1254,0.0143296938382712,0.0341892193504591,0.0377629962664784,0.15660355368465081,-0.08814262715624042
valuedshopper,0,transition_strength,1,triple2vec,1254,0.0143296938382712,0.0341892193504591,0.0377629962664784,0.28286116740950423,0.038114986568613
valuedshopper,0,transition_strength,1,dnntsp,1254,0.0143296938382712,0.0341892193504591,0.0377629962664784,0.25763775555162205,0.012891574710730764
valuedshopper,0,transition_strength,1,cbp,1254,0.0143296938382712,0.0341892193504591,0.0377629962664784,0.2727175914693257,0.02797141062843448
valuedshopper,0,transition_strength,1,diffrec,1254,0.0143296938382712,0.0341892193504591,0.0377629962664784,0.2574799711258428,0.012733790284951581
valuedshopper,0,transition_strength,2,recency,1243,0.0377716737541706,0.0403895086791384,0.04291835896351,0.193020612930179,-0.09250284832622434
valuedshopper,0,transition_strength,2,frequency,1243,0.0377716737541706,0.0403895086791384,0.04291835896351,0.3170960251606577,0.03157256390425434
valuedshopper,0,transition_strength,2,tifuknn,1243,0.0377716737541706,0.0403895086791384,0.04291835896351,0.3309779874468218,0.04545452619041843
valuedshopper,0,transition_strength,2,fpmc,1243,0.0377716737541706,0.0403895086791384,0.04291835896351,0.1989767513040659,-0.08654670995233743
valuedshopper,0,transition_strength,2,triple2vec,1243,0.0377716737541706,0.0403895086791384,0.04291835896351,0.32299822692287256,0.03747476566646923
valuedshopper,0,transition_strength,2,dnntsp,1243,0.0377716737541706,0.0403895086791384,0.04291835896351,0.30452453663009404,0.01900107537369073
valuedshopper,0,transition_strength,2,cbp,1243,0.0377716737541706,0.0403895086791384,0.04291835896351,0.31846237466836863,0.03293891341196533
valuedshopper,0,transition_strength,2,diffrec,1243,0.0377716737541706,0.0403895086791384,0.04291835896351,0.29813117498816705,0.01260771373176373
valuedshopper,0,transition_strength,3,recency,1233,0.0429191158606134,0.0456030265824959,0.0486145304164742,0.21839419485456138,-0.08471942191433675
valuedshopper,0,transition_strength,3,frequency,1233,0.0429191158606134,0.0456030265824959,0.0486145304164742,0.3314409013206169,0.02832728455171874
valuedshopper,0,transition_strength,3,tifuknn,1233,0.0429191158606134,0.0456030265824959,0.0486145304164742,0.349077085330833,0.04596346856193488
valuedshopper,0,transition_strength,3,fpmc,1233,0.0429191158606134,0.0456030265824959,0.0486145304164742,0.21264164103700028,-0.09047197573189784
valuedshopper,0,transition_strength,3,triple2vec,1233,0.0429191158606134,0.0456030265824959,0.0486145304164742,0.3453927790428868,0.042279162273988646
valuedshopper,0,transition_strength,3,dnntsp,1233,0.0429191158606134,0.0456030265824959,0.0486145304164742,0.31322345533362667,0.010109838564728552
valuedshopper,0,transition_strength,3,cbp,1233,0.0429191158606134,0.0456030265824959,0.0486145304164742,0.335741191143138,0.03262757437423986
valuedshopper,0,transition_strength,3,diffrec,1233,0.0429191158606134,0.0456030265824959,0.0486145304164742,0.31899768608852214,0.015884069319623967
valuedshopper,0,transition_strength,4,recency,1241,0.0486151053485699,0.0523649355436597,0.0575807516109397,0.2282687440897613,-0.0936277164499089
valuedshopper,0,transition_strength,4,frequency,1241,0.0486151053485699,0.0523649355436597,0.0575807516109397,0.35283910200016416,0.030942641460493917
valuedshopper,0,transition_strength,4,tifuknn,1241,0.0486151053485699,0.0523649355436597,0.0575807516109397,0.37157515151864967,0.04967869097897947
valuedshopper,0,transition_strength,4,fpmc,1241,0.0486151053485699,0.0523649355436597,0.0575807516109397,0.2306682099244512,-0.09122825061521904
valuedshopper,0,transition_strength,4,triple2vec,1241,0.0486151053485699,0.0523649355436597,0.0575807516109397,0.36594928097468543,0.044052820435015246
valuedshopper,0,transition_strength,4,dnntsp,1241,0.0486151053485699,0.0523649355436597,0.0575807516109397,0.3372088643069769,0.0153124037673067
valuedshopper,0,transition_strength,4,cbp,1241,0.0486151053485699,0.0523649355436597,0.0575807516109397,0.3538016881053963,0.031905227565726106
valuedshopper,0,transition_strength,4,diffrec,1241,0.0486151053485699,0.0523649355436597,0.0575807516109397,0.3348606433972768,0.012964182857606543
valuedshopper,0,transition_strength,5,recency,1243,0.0575983467074308,0.0668738418953477,0.1939387689359502,0.23755237085392567,-0.10810091456735431
valuedshopper,0,transition_strength,5,frequency,1243,0.0575983467074308,0.0668738418953477,0.1939387689359502,0.37553165741160954,0.029878371990329562
valuedshopper,0,transition_strength,5,tifuknn,1243,0.0575983467074308,0.0668738418953477,0.1939387689359502,0.4008722408672908,0.05521895544601083
valuedshopper,0,transition_strength,5,fpmc,1243,0.0575983467074308,0.0668738418953477,0.1939387689359502,0.2606922086420696,-0.08496107677921036
valuedshopper,0,transition_strength,5,triple2vec,1243,0.0575983467074308,0.0668738418953477,0.1939387689359502,0.39586081423551095,0.05020752881423098
valuedshopper,0,transition_strength,5,dnntsp,1243,0.0575983467074308,0.0668738418953477,0.1939387689359502,0.3634872756098698,0.01783399018858985
valuedshopper,0,transition_strength,5,cbp,1243,0.0575983467074308,0.0668738418953477,0.1939387689359502,0.3793241007619279,0.03367081534064798
valuedshopper,0,transition_strength,5,diffrec,1243,0.0575983467074308,0.0668738418953477,0.1939387689359502,0.3519056149880355,0.006252329566755525
valuedshopper,0,relational_strength,1,recency,1287,0.004663576593659,0.0523485426433732,0.0598962636752933,0.18218770362420555,-0.06847554930035472
valuedshopper,0,relational_strength,1,frequency,1287,0.004663576593659,0.0523485426433732,0.0598962636752933,0.28287359840678483,0.03221034548222453
valuedshopper,0,relational_strength,1,tifuknn,1287,0.004663576593659,0.0523485426433732,0.0598962636752933,0.2968517078588464,0.04618845493428612
valuedshopper,0,relational_strength,1,fpmc,1287,0.004663576593659,0.0523485426433732,0.0598962636752933,0.16545292690194005,-0.08521032602262023
valuedshopper,0,relational_strength,1,triple2vec,1287,0.004663576593659,0.0523485426433732,0.0598962636752933,0.2901563720844908,0.03949311915993052
valuedshopper,0,relational_strength,1,dnntsp,1287,0.004663576593659,0.0523485426433732,0.0598962636752933,0.24965661247330959,-0.0010066404512506545
valuedshopper,0,relational_strength,1,cbp,1287,0.004663576593659,0.0523485426433732,0.0598962636752933,0.28396242358894797,0.03329917066438768
valuedshopper,0,relational_strength,1,diffrec,1287,0.004663576593659,0.0523485426433732,0.0598962636752933,0.25416467845795704,0.003501425533396772
valuedshopper,0,relational_strength,2,recency,1238,0.059897554861602,0.0648518922033509,0.0692269334415349,0.2004612049583659,-0.09191097510643527
valuedshopper,0,relational_strength,2,frequency,1238,0.059897554861602,0.0648518922033509,0.0692269334415349,0.32469901000273665,0.03232682993793551
valuedshopper,0,relational_strength,2,tifuknn,1238,0.059897554861602,0.0648518922033509,0.0692269334415349,0.34144822546890724,0.04907604540410611
valuedshopper,0,relational_strength,2,fpmc,1238,0.059897554861602,0.0648518922033509,0.0692269334415349,0.19907937209365906,-0.09329280797114212
valuedshopper,0,relational_strength,2,triple2vec,1238,0.059897554861602,0.0648518922033509,0.0692269334415349,0.33593427309513446,0.04356209303033331
valuedshopper,0,relational_strength,2,dnntsp,1238,0.059897554861602,0.0648518922033509,0.0692269334415349,0.30931349406124486,0.016941313996443694
valuedshopper,0,relational_strength,2,cbp,1238,0.059897554861602,0.0648518922033509,0.0692269334415349,0.32575439190798977,0.033382211843188625
valuedshopper,0,relational_strength,2,diffrec,1238,0.059897554861602,0.0648518922033509,0.0692269334415349,0.3022874689303714,0.009915288865570209
valuedshopper,0,relational_strength,3,recency,1218,0.0692285492640098,0.07332071246795745,0.0774552238565354,0.2292176804521912,-0.0886756723935046
valuedshopper,0,relational_strength,3,frequency,1218,0.0692285492640098,0.07332071246795745,0.0774552238565354,0.34773522603311463,0.02984187318741884
valuedshopper,0,relational_strength,3,tifuknn,1218,0.0692285492640098,0.07332071246795745,0.0774552238565354,0.3660602587401929,0.04816690589449714
valuedshopper,0,relational_strength,3,fpmc,1218,0.0692285492640098,0.07332071246795745,0.0774552238565354,0.2200470586751076,-0.09784629417058818
valuedshopper,0,relational_strength,3,triple2vec,1218,0.0692285492640098,0.07332071246795745,0.0774552238565354,0.3581807589049162,0.040287406059220446
valuedshopper,0,relational_strength,3,dnntsp,1218,0.0692285492640098,0.07332071246795745,0.0774552238565354,0.3384044882886849,0.0205111354429892
