dataset,keyset,method_a,method_b,feature,n,rho,p_value
tmall,2,recency,tifuknn,transition_predictability,2138,-0.04280142191747741,0.047835884717206026
tmall,2,recency,fpmc,n_baskets,4675,0.019804935833188625,0.17576420337469248
tmall,2,recency,fpmc,avg_basket_size,4675,0.012803701143082009,0.38144242541540796
tmall,2,recency,fpmc,repeat_rate,4675,0.03097475827071536,0.034191244583431084
tmall,2,recency,fpmc,adjacent_basket_jaccard,4675,0.028179556170150367,0.0540275644258131
tmall,2,recency,fpmc,recency_frequency_disagreement,4675,-0.013473227953954503,0.3570433468238595
tmall,2,recency,fpmc,recent_basket_novelty,4675,-0.026215287144701928,0.07308940998112734
tmall,2,recency,fpmc,popularity_profile,4675,-0.008811812398016289,0.5469417248433606
tmall,2,recency,fpmc,neighbor_similarity,4675,-0.002361228316438539,0.871775523490406
tmall,2,recency,fpmc,cooccurrence_support,2470,0.012330495560415324,0.540188777432214
tmall,2,recency,fpmc,transition_predictability,2138,0.005372533018066213,0.8039220694426529
tmall,2,recency,triple2vec,n_baskets,4675,-0.004864099773750746,0.739518646791437
tmall,2,recency,triple2vec,avg_basket_size,4675,-0.009738616861832073,0.5055992700491758
tmall,2,recency,triple2vec,repeat_rate,4675,-0.00023326306486804653,0.9872783835072972
tmall,2,recency,triple2vec,adjacent_basket_jaccard,4675,0.009410984839730114,0.5200238872992172
tmall,2,recency,triple2vec,recency_frequency_disagreement,4675,0.002847881623441968,0.8456518461257081
tmall,2,recency,triple2vec,recent_basket_novelty,4675,0.018072586434656795,0.21665750760848138
tmall,2,recency,triple2vec,popularity_profile,4675,-0.004658211564656083,0.750168658461291
tmall,2,recency,triple2vec,neighbor_similarity,4675,-0.00604189079277353,0.6796056109301323
tmall,2,recency,triple2vec,cooccurrence_support,2470,0.0033699562251465025,0.8670557424459979
tmall,2,recency,triple2vec,transition_predictability,2138,-0.024622692640335637,0.25511072177181726
tmall,2,recency,sets2sets,n_baskets,4675,-0.004134010383248279,0.7774954940565848
tmall,2,recency,sets2sets,avg_basket_size,4675,0.010982994924405453,0.45278939451744116
tmall,2,recency,sets2sets,repeat_rate,4675,-0.00806518892594778,0.581420841664974
tmall,2,recency,sets2sets,adjacent_basket_jaccard,4675,0.000497282286435924,0.9728834705076121
tmall,2,recency,sets2sets,recency_frequency_disagreement,4675,0.006941845425302179,0.6351289011627168
tmall,2,recency,sets2sets,recent_basket_novelty,4675,0.005755873665143765,0.6939871753010716
tmall,2,recency,sets2sets,popularity_profile,4675,-0.014203650448890347,0.33157354266008143
tmall,2,recency,sets2sets,neighbor_similarity,4675,-0.018324943342226334,0.21030788637136616
tmall,2,recency,sets2sets,cooccurrence_support,2470,-0.00398751083065847,0.8429854842535227
tmall,2,recency,sets2sets,transition_predictability,2138,-0.029978463859780445,0.1658506452719768
tmall,2,recency,dnntsp,n_baskets,4675,-0.03188691228105352,0.029242181465246774
tmall,2,recency,dnntsp,avg_basket_size,4675,-0.019783631668809504,0.1762294538493392
tmall,2,recency,dnntsp,repeat_rate,4675,0.013603024409071128,0.3524295391282021
tmall,2,recency,dnntsp,adjacent_basket_jaccard,4675,0.01657892575318884,0.25707076345835306
tmall,2,recency,dnntsp,recency_frequency_disagreement,4675,-0.04209163726171714,0.003995985894185743
tmall,2,recency,dnntsp,recent_basket_novelty,4675,-0.021804395254547367,0.13605823490897118
tmall,2,recency,dnntsp,popularity_profile,4675,0.019327439567770714,0.18641341103057332
tmall,2,recency,dnntsp,neighbor_similarity,4675,0.019606687353832784,0.18012916927131806
tmall,2,recency,dnntsp,cooccurrence_support,2470,-0.0037882037016221033,0.8507389455341166
tmall,2,recency,dnntsp,transition_predictability,2138,-0.017445555405663747,0.42010094415264965
tmall,2,recency,cbp,n_baskets,4675,-0.01858619321390401,0.20387747950288754
tmall,2,recency,cbp,avg_basket_size,4675,0.0004918667647500657,0.9731786640916646
tmall,2,recency,cbp,repeat_rate,4675,-0.019062318943481017,0.19252822787219745
tmall,2,recency,cbp,adjacent_basket_jaccard,4675,-0.006931541221774157,0.6356311540236428
tmall,2,recency,cbp,recency_frequency_disagreement,4675,-0.02571197910578568,0.07877293246103946
tmall,2,recency,cbp,recent_basket_novelty,4675,0.008390879297411965,0.5662558256900363
tmall,2,recency,cbp,popularity_profile,4675,7.124039338183938e-05,0.9961145680169029
tmall,2,recency,cbp,neighbor_similarity,4675,-0.0004696693119861121,0.9743886585314705
tmall,2,recency,cbp,cooccurrence_support,2470,0.0007361503725487182,0.9708298634675253
tmall,2,recency,cbp,transition_predictability,2138,-0.004878796355864179,0.8216232300370792
tmall,2,recency,diffrec,n_baskets,4675,-0.002051459022969038,0.8884790282810138
tmall,2,recency,diffrec,avg_basket_size,4675,0.014956597833025324,0.3065794558674214
tmall,2,recency,diffrec,repeat_rate,4675,0.01679922053148356,0.2508021110145271
tmall,2,recency,diffrec,adjacent_basket_jaccard,4675,0.023551795011681618,0.10737112457525527
tmall,2,recency,diffrec,recency_frequency_disagreement,4675,-0.022514478307764766,0.12375847169706787
tmall,2,recency,diffrec,recent_basket_novelty,4675,-0.005470356720546499,0.7084543183821407
tmall,2,recency,diffrec,popularity_profile,4675,-0.019981556630707407,0.1719422878949764
tmall,2,recency,diffrec,neighbor_similarity,4675,-0.020031761474227937,0.1708673308065618
tmall,2,recency,diffrec,cooccurrence_support,2470,-0.0011874196274114805,0.9529649883068491
tmall,2,recency,diffrec,transition_predictability,2138,-0.008201657562352846,0.7046752135727825
tmall,2,frequency,racf,n_baskets,4675,-0.0010850777526242104,0.940874115863972
tmall,2,frequency,racf,avg_basket_size,4675,-0.025219011189454077,0.08468310618509463
tmall,2,frequency,racf,repeat_rate,4675,0.01454390658818664,0.32012000081303726
tmall,2,frequency,racf,adjacent_basket_jaccard,4675,0.009166644126194794,0.5309179108568638
tmall,2,frequency,racf,recency_frequency_disagreement,4675,-0.029084326503770422,0.046756444998389976
tmall,2,frequency,racf,recent_basket_novelty,4675,0.011750315507795232,0.4218426044823138
tmall,2,frequency,racf,popularity_profile,4675,0.027143683742500868,0.06348676640089616
tmall,2,frequency,racf,neighbor_similarity,4675,0.03573158354878533,0.014556170079895037
tmall,2,frequency,racf,cooccurrence_support,2470,0.03370595009151841,0.09397679528613942
tmall,2,frequency,racf,transition_predictability,2138,0.008155165767313455,0.7062713514978122
tmall,2,frequency,tifuknn,n_baskets,4675,-0.01354570485967756,0.3544623774956608
tmall,2,frequency,tifuknn,avg_basket_size,4675,-0.022756860868943168,0.11976461911765876
tmall,2,frequency,tifuknn,repeat_rate,4675,0.002059206027758302,0.8880606551842412
tmall,2,frequency,tifuknn,adjacent_basket_jaccard,4675,-0.007971825743267298,0.5858028398268365
tmall,2,frequency,tifuknn,recency_frequency_disagreement,4675,-0.015311616017231602,0.29523916569770003
tmall,2,frequency,tifuknn,recent_basket_novelty,4675,0.006223848953926117,0.6705162471870333
tmall,2,frequency,tifuknn,popularity_profile,4675,0.010244028022653902,0.4837674751237242
tmall,2,frequency,tifuknn,neighbor_similarity,4675,0.016107227582954048,0.27085660064538647
tmall,2,frequency,tifuknn,cooccurrence_support,2470,0.009550127752651304,0.6352123650834722
tmall,2,frequency,tifuknn,transition_predictability,2138,-0.0071272402867704684,0.7418802414793297
tmall,2,frequency,fpmc,n_baskets,4675,0.0027722581420437714,0.8497009742205938
tmall,2,frequency,fpmc,avg_basket_size,4675,0.007922807807005536,0.5881096129104583
tmall,2,frequency,fpmc,repeat_rate,4675,0.027671294967889365,0.05851061876220409
tmall,2,frequency,fpmc,adjacent_basket_jaccard,4675,0.02028672529372245,0.16548574815333886
tmall,2,frequency,fpmc,recency_frequency_disagreement,4675,-0.017561453597592154,0.22993830106318283
tmall,2,frequency,fpmc,recent_basket_novelty,4675,-0.01339186267686963,0.3599548998243268
tmall,2,frequency,fpmc,popularity_profile,4675,-0.005272928143668281,0.7185202609568131
tmall,2,frequency,fpmc,neighbor_similarity,4675,0.006508179725268675,0.6564095040859195
tmall,2,frequency,fpmc,cooccurrence_support,2470,0.029947293448773147,0.1367683827484874
tmall,2,frequency,fpmc,transition_predictability,2138,-0.009808833562947981,0.65033882939528
tmall,2,frequency,triple2vec,n_baskets,4675,-0.025698447949405612,0.0789305573390204
tmall,2,frequency,triple2vec,avg_basket_size,4675,-0.028892706910931085,0.04822354229209461
tmall,2,frequency,triple2vec,repeat_rate,4675,-0.002339006538522929,0.872971964971898
tmall,2,frequency,triple2vec,adjacent_basket_jaccard,4675,-0.003624166708393146,0.8043408264170293
tmall,2,frequency,triple2vec,recency_frequency_disagreement,4675,-0.021774437289467104,0.13659718339466725
tmall,2,frequency,triple2vec,recent_basket_novelty,4675,0.009669838185991972,0.5086098184065401
tmall,2,frequency,triple2vec,popularity_profile,4675,0.017482288320169806,0.232045944743624
tmall,2,frequency,triple2vec,neighbor_similarity,4675,0.016448612616111285,0.26082968073637147
tmall,2,frequency,triple2vec,cooccurrence_support,2470,0.008130269401807833,0.6863089304973102
tmall,2,frequency,triple2vec,transition_predictability,2138,-0.018164229269191125,0.40120841738058133
tmall,2,frequency,sets2sets,n_baskets,4675,-0.0358918535238958,0.014119723613848839
tmall,2,frequency,sets2sets,avg_basket_size,4675,-0.02382055482836944,0.10341860050455116
tmall,2,frequency,sets2sets,repeat_rate,4675,0.0019643986573344096,0.8931827882974812
tmall,2,frequency,sets2sets,adjacent_basket_jaccard,4675,0.0020620303768292786,0.8879081353816298
tmall,2,frequency,sets2sets,recency_frequency_disagreement,4675,-0.017579890107139538,0.22944941981988654
tmall,2,frequency,sets2sets,recent_basket_novelty,4675,0.0032670829342463536,0.823283118973307
tmall,2,frequency,sets2sets,popularity_profile,4675,-0.002776912720634542,0.849451637247167
tmall,2,frequency,sets2sets,neighbor_similarity,4675,-0.011680329010044638,0.4246127881333809
tmall,2,frequency,sets2sets,cooccurrence_support,2470,-0.038138891354885754,0.05806612308485395
tmall,2,frequency,sets2sets,transition_predictability,2138,-0.03708416525999393,0.08647300392195181
tmall,2,frequency,dnntsp,n_baskets,4675,-0.034079068465736446,0.01979690609322481
tmall,2,frequency,dnntsp,avg_basket_size,4675,-0.02398972264318107,0.10099061360381276
tmall,2,frequency,dnntsp,repeat_rate,4675,0.024654397062861926,0.09188743250310821
tmall,2,frequency,dnntsp,adjacent_basket_jaccard,4675,0.017676721720859365,0.22689387271526093
tmall,2,frequency,dnntsp,recency_frequency_disagreement,4675,-0.04325024202784684,0.003098591587109544
tmall,2,frequency,dnntsp,recent_basket_novelty,4675,-0.030133169872328273,0.039375473010122036
tmall,2,frequency,dnntsp,popularity_profile,4675,0.02548418212142512,0.0814609082069795
tmall,2,frequency,dnntsp,neighbor_similarity,4675,0.02508588830929279,0.0863391737021162
tmall,2,frequency,dnntsp,cooccurrence_support,2470,-0.0026615860460097378,0.8948168529318865
tmall,2,frequency,dnntsp,transition_predictability,2138,-0.025017027035836237,0.24757704386927712
tmall,2,frequency,cbp,n_baskets,4675,-0.012707282888057432,0.38503852738867783
tmall,2,frequency,cbp,avg_basket_size,4675,-0.0018499546070222148,0.8993717461487731
tmall,2,frequency,cbp,repeat_rate,4675,0.016382077605033147,0.26276348602894306
tmall,2,frequency,cbp,adjacent_basket_jaccard,4675,0.017760770721611283,0.22469218516196315
tmall,2,frequency,cbp,recency_frequency_disagreement,4675,-0.02162018543702046,0.13939830634847855
tmall,2,frequency,cbp,recent_basket_novelty,4675,-0.012557486230298268,0.3906664120085601
tmall,2,frequency,cbp,popularity_profile,4675,0.015399966837000918,0.292461204820001
tmall,2,frequency,cbp,neighbor_similarity,4675,0.010649731879341639,0.46661947029033024
tmall,2,frequency,cbp,cooccurrence_support,2470,0.00715896597961116,0.7221262241871336
tmall,2,frequency,cbp,transition_predictability,2138,0.0024549597318147998,0.909675805742367
tmall,2,frequency,diffrec,n_baskets,4675,-0.034426837358399395,0.018574216095853656
tmall,2,frequency,diffrec,avg_basket_size,4675,0.0002931047496387659,0.9840151513554845
tmall,2,frequency,diffrec,repeat_rate,4675,0.012042604992744522,0.4103883597537419
tmall,2,frequency,diffrec,adjacent_basket_jaccard,4675,0.009313119631497793,0.5243733713038536
tmall,2,frequency,diffrec,recency_frequency_disagreement,4675,-0.04545124347504828,0.0018806677422121539
tmall,2,frequency,diffrec,recent_basket_novelty,4675,-0.009452074347472675,0.5182032801813696
tmall,2,frequency,diffrec,popularity_profile,4675,-0.004386926615961987,0.7642741611179075
tmall,2,frequency,diffrec,neighbor_similarity,4675,-0.008665603360813382,0.5536132968773521
tmall,2,frequency,diffrec,cooccurrence_support,2470,0.01115355514541445,0.57953899381782
tmall,2,frequency,diffrec,transition_predictability,2138,-0.031866096317541684,0.14076364461565458
tmall,2,racf,tifuknn,n_baskets,4675,-0.008972361070770244,0.5396619590025988
tmall,2,racf,tifuknn,avg_basket_size,4675,-0.001145916387466825,0.9375656112462898
tmall,2,racf,tifuknn,repeat_rate,4675,-0.0031799149146963775,0.8279232660825615
tmall,2,racf,tifuknn,adjacent_basket_jaccard,4675,-0.004698227792578225,0.7480949298937218
tmall,2,racf,tifuknn,recency_frequency_disagreement,4675,0.01332541434910995,0.3623436921207214
tmall,2,racf,tifuknn,recent_basket_novelty,4675,-0.011085682456705074,0.4485750753908292
tmall,2,racf,tifuknn,popularity_profile,4675,-0.016954754020575252,0.24644103315751323
tmall,2,racf,tifuknn,neighbor_similarity,4675,-0.009282430195728457,0.5257411486393985
tmall,2,racf,tifuknn,cooccurrence_support,2470,-0.014978039766875288,0.4568402110462795
tmall,2,racf,tifuknn,transition_predictability,2138,-0.024673999694148786,0.25412159568969495
tmall,2,racf,fpmc,n_baskets,4675,0.0052171146206457545,0.7213748923614087
tmall,2,racf,fpmc,avg_basket_size,4675,0.018765020289221102,0.19955906828776981
tmall,2,racf,fpmc,repeat_rate,4675,0.0215245665663772,0.1411567548216192
tmall,2,racf,fpmc,adjacent_basket_jaccard,4675,0.02100390013723748,0.1510323849856539
tmall,2,racf,fpmc,recency_frequency_disagreement,4675,0.0010661385942070292,0.941904269245888
tmall,2,racf,fpmc,recent_basket_novelty,4675,-0.011708985874163025,0.42347721833338947
tmall,2,racf,fpmc,popularity_profile,4675,-0.0175424194515878,0.23044380636573325
tmall,2,racf,fpmc,neighbor_similarity,4675,-0.010599212389684452,0.46873624245292
tmall,2,racf,fpmc,cooccurrence_support,2470,9.375163007881203e-05,0.9962842549715705
tmall,2,racf,fpmc,transition_predictability,2138,-0.038107568859022944,0.07812901316876227
tmall,2,racf,triple2vec,n_baskets,4675,-0.014709955594074356,0.3146255746416984
tmall,2,racf,triple2vec,avg_basket_size,4675,-0.004415853782470168,0.7627662657699888
tmall,2,racf,triple2vec,repeat_rate,4675,-0.005846769936642656,0.6894044566613096
tmall,2,racf,triple2vec,adjacent_basket_jaccard,4675,0.0012973572795914807,0.9293348079854569
tmall,2,racf,triple2vec,recency_frequency_disagreement,4675,0.010780604679218323,0.4611606264349727
tmall,2,racf,triple2vec,recent_basket_novelty,4675,-0.004257160663629075,0.7710494358720925
tmall,2,racf,triple2vec,popularity_profile,4675,-0.014605432851450398,0.31807687616832087
tmall,2,racf,triple2vec,neighbor_similarity,4675,-0.017667328021734954,0.22714089558902947
tmall,2,racf,triple2vec,cooccurrence_support,2470,-0.023420939095768176,0.24459837241548665
tmall,2,racf,triple2vec,transition_predictability,2138,-0.04042552148382158,0.06163857142905054
tmall,2,racf,sets2sets,n_baskets,4675,-0.008102808842460806,0.5796594940302532
tmall,2,racf,sets2sets,avg_basket_size,4675,0.015622083201773572,0.2855550656084245
tmall,2,racf,sets2sets,repeat_rate,4675,-0.010423986471569854,0.4761192346482094
tmall,2,racf,sets2sets,adjacent_basket_jaccard,4675,-0.005039446164324442,0.7304875940589493
tmall,2,racf,sets2sets,recency_frequency_disagreement,4675,0.03182535669443496,0.029555611734084
tmall,2,racf,sets2sets,recent_basket_novelty,4675,-0.012511744815423068,0.39239483173231693
tmall,2,racf,sets2sets,popularity_profile,4675,-0.030049960649337563,0.03992252141792059
tmall,2,racf,sets2sets,neighbor_similarity,4675,-0.037046590045527454,0.011302171062266858
tmall,2,racf,sets2sets,cooccurrence_support,2470,-0.05259075458177349,0.008943694080090901
tmall,2,racf,sets2sets,transition_predictability,2138,-0.03239909819762524,0.13423639205996954
tmall,2,racf,dnntsp,n_baskets,4675,-0.02060726632661812,0.15890217035809157
tmall,2,racf,dnntsp,avg_basket_size,4675,-0.013177053194917904,0.3677129425305592
tmall,2,racf,dnntsp,repeat_rate,4675,0.019941109850218255,0.1728119841777414
tmall,2,racf,dnntsp,adjacent_basket_jaccard,4675,0.02500731231892708,0.0873288796231643
tmall,2,racf,dnntsp,recency_frequency_disagreement,4675,-0.021500206444853547,0.1416074546942642
tmall,2,racf,dnntsp,recent_basket_novelty,4675,-0.03023094119279117,0.03874083023244989
tmall,2,racf,dnntsp,popularity_profile,4675,0.016017664332394557,0.2735303499827575
tmall,2,racf,dnntsp,neighbor_similarity,4675,0.013782775845549333,0.34610260665789583
tmall,2,racf,dnntsp,cooccurrence_support,2470,-0.020042150304111904,0.3194092858113707
tmall,2,racf,dnntsp,transition_predictability,2138,-0.03948696658157774,0.06793122893586032
tmall,2,racf,cbp,n_baskets,4675,-0.007816044138027481,0.5931483589366219
tmall,2,racf,cbp,avg_basket_size,4675,0.005938333702889268,0.6847995731498416
tmall,2,racf,cbp,repeat_rate,4675,-0.00757953730302334,0.6043801801316304
tmall,2,racf,cbp,adjacent_basket_jaccard,4675,0.004367681457155372,0.7652778550824009
tmall,2,racf,cbp,recency_frequency_disagreement,4675,-0.006591619378257335,0.6522925942411417
tmall,2,racf,cbp,recent_basket_novelty,4675,-0.0031307770757935966,0.8305416419829367
tmall,2,racf,cbp,popularity_profile,4675,-0.005350159216866433,0.7145766854650077
tmall,2,racf,cbp,neighbor_similarity,4675,-0.023172765848208498,0.11314751937372723
tmall,2,racf,cbp,cooccurrence_support,2470,-0.04427113055862507,0.027792702653255123
tmall,2,racf,cbp,transition_predictability,2138,-0.013935505829679663,0.5195679806638247
tmall,2,racf,diffrec,n_baskets,4675,-0.02622912109728588,0.07293805803039562
tmall,2,racf,diffrec,avg_basket_size,4675,0.019250903338548387,0.18816374572382527
tmall,2,racf,diffrec,repeat_rate,4675,0.0018008245846789235,0.9020305224245608
tmall,2,racf,diffrec,adjacent_basket_jaccard,4675,0.008122802016275915,0.5787244419949212
tmall,2,racf,diffrec,recency_frequency_disagreement,4675,-0.014779901304180127,0.31232979050216536
tmall,2,racf,diffrec,recent_basket_novelty,4675,-0.011682181021812952,0.4245393457516554
tmall,2,racf,diffrec,popularity_profile,4675,-0.022808612863521514,0.11892509609169884
tmall,2,racf,diffrec,neighbor_similarity,4675,-0.03784083222014293,0.009665757172448388
tmall,2,racf,diffrec,cooccurrence_support,2470,-0.009135199585009794,0.6499794061397307
tmall,2,racf,diffrec,transition_predictability,2138,-0.04902843225527258,0.023387821487649955
tmall,2,tifuknn,fpmc,n_baskets,4675,0.0160558317283048,0.2723887337164462
tmall,2,tifuknn,fpmc,avg_basket_size,4675,0.01614127003013341,0.26984503677529736
tmall,2,tifuknn,fpmc,repeat_rate,4675,0.020305644409222705,0.16509155792132713
tmall,2,tifuknn,fpmc,adjacent_basket_jaccard,4675,0.015075431967315726,0.3027518580074345
tmall,2,tifuknn,fpmc,recency_frequency_disagreement,4675,-0.010122780034694013,0.48895785391935964
tmall,2,tifuknn,fpmc,recent_basket_novelty,4675,-0.017935245763580333,0.22017057833177692
tmall,2,tifuknn,fpmc,popularity_profile,4675,-0.008912854550444691,0.5423545007900787
tmall,2,tifuknn,fpmc,neighbor_similarity,4675,-0.0020822235696681974,0.8868177887668669
tmall,2,tifuknn,fpmc,cooccurrence_support,2470,0.010213662648950543,0.6118979873169642
tmall,2,tifuknn,fpmc,transition_predictability,2138,-0.0075026425072958446,0.7288069228296852
tmall,2,tifuknn,triple2vec,n_baskets,4675,-0.0019687517294806733,0.8929475067478794
tmall,2,tifuknn,triple2vec,avg_basket_size,4675,0.019037601619364217,0.19310573962915137
tmall,2,tifuknn,triple2vec,repeat_rate,4675,-0.0011667425758604335,0.9364332936358808
tmall,2,tifuknn,triple2vec,adjacent_basket_jaccard,4675,0.006802744699282788,0.6419230983881341
tmall,2,tifuknn,triple2vec,recency_frequency_disagreement,4675,0.017174091550161173,0.24038164133413997
tmall,2,tifuknn,triple2vec,recent_basket_novelty,4675,0.013443352923136991,0.3581106595791622
tmall,2,tifuknn,triple2vec,popularity_profile,4675,-0.0044974023264896905,0.7585202190383249
tmall,2,tifuknn,triple2vec,neighbor_similarity,4675,-0.01410383987071452,0.3349829487226986
tmall,2,tifuknn,triple2vec,cooccurrence_support,2470,-0.0034080381492173216,0.8655676249485939
tmall,2,tifuknn,triple2vec,transition_predictability,2138,-0.001225210050278406,0.9548488742303594
tmall,2,tifuknn,sets2sets,n_baskets,4675,0.008282784566633393,0.5712679269054441
tmall,2,tifuknn,sets2sets,avg_basket_size,4675,0.027128398662322296,0.06363598277030873
tmall,2,tifuknn,sets2sets,repeat_rate,4675,0.007328919662045166,0.6163851490409065
tmall,2,tifuknn,sets2sets,adjacent_basket_jaccard,4675,0.01644144381174206,0.26103756400477185
tmall,2,tifuknn,sets2sets,recency_frequency_disagreement,4675,0.019818601271260436,0.17546625351757905
tmall,2,tifuknn,sets2sets,recent_basket_novelty,4675,-0.014766783208263468,0.3127595147523036
tmall,2,tifuknn,sets2sets,popularity_profile,4675,-0.016799036685293613,0.25080729763053533
tmall,2,tifuknn,sets2sets,neighbor_similarity,4675,-0.028407811219852617,0.052109575695287354
tmall,2,tifuknn,sets2sets,cooccurrence_support,2470,-0.01837729139271635,0.3612690952312816
tmall,2,tifuknn,sets2sets,transition_predictability,2138,-0.007300161625244284,0.7358487735063168
tmall,2,tifuknn,dnntsp,n_baskets,4675,-0.02454276072216334,0.09336857476630851
tmall,2,tifuknn,dnntsp,avg_basket_size,4675,-0.016441367649528145,0.2610397731956031
tmall,2,tifuknn,dnntsp,repeat_rate,4675,0.02029359180450999,0.16534259883107058
tmall,2,tifuknn,dnntsp,adjacent_basket_jaccard,4675,0.024263783831600126,0.09715371730763808
tmall,2,tifuknn,dnntsp,recency_frequency_disagreement,4675,-0.03260834800140172,0.025776739735754218
tmall,2,tifuknn,dnntsp,recent_basket_novelty,4675,-0.03327642337731058,0.022890164990609998
tmall,2,tifuknn,dnntsp,popularity_profile,4675,0.027690836480712987,0.05833271692500196
tmall,2,tifuknn,dnntsp,neighbor_similarity,4675,0.025700447142646167,0.078907252536494
tmall,2,tifuknn,dnntsp,cooccurrence_support,2470,-0.011999149401394557,0.5511308343534159
tmall,2,tifuknn,dnntsp,transition_predictability,2138,-0.00347367324983633,0.8724682898078107
tmall,2,tifuknn,cbp,n_baskets,4675,-0.0014767942971142547,0.919592259431624
tmall,2,tifuknn,cbp,avg_basket_size,4675,0.0193857530439181,0.18508791356827406
tmall,2,tifuknn,cbp,repeat_rate,4675,-0.010369433417567025,0.4784307193028561
tmall,2,tifuknn,cbp,adjacent_basket_jaccard,4675,0.0017793907678227338,0.9031908053384604
tmall,2,tifuknn,cbp,recency_frequency_disagreement,4675,-0.013122666615901517,0.3696935599611574
tmall,2,tifuknn,cbp,recent_basket_novelty,4675,-0.0013583015046647092,0.9260245744845383
tmall,2,tifuknn,cbp,popularity_profile,4675,0.014143420426065206,0.333628233516452
tmall,2,tifuknn,cbp,neighbor_similarity,4675,-0.010124073281115524,0.4889023348819451
tmall,2,tifuknn,cbp,cooccurrence_support,2470,-0.006129798216228889,0.7607515076412086
tmall,2,tifuknn,cbp,transition_predictability,2138,0.005279905065160071,0.8072355591899519
tmall,2,tifuknn,diffrec,n_baskets,4675,-0.0062905133062443495,0.6671981025823405
tmall,2,tifuknn,diffrec,avg_basket_size,4675,0.02369107786431703,0.10530807950537882
tmall,2,tifuknn,diffrec,repeat_rate,4675,0.010752949683286304,0.46231116420858853
tmall,2,tifuknn,diffrec,adjacent_basket_jaccard,4675,0.016259900323141424,0.26634022337985297
tmall,2,tifuknn,diffrec,recency_frequency_disagreement,4675,-0.013818652869717214,0.3448485116859572
tmall,2,tifuknn,diffrec,recent_basket_novelty,4675,-0.011972188587809398,0.41313081358088244
tmall,2,tifuknn,diffrec,popularity_profile,4675,-0.02778614341469504,0.05747148868314665
tmall,2,tifuknn,diffrec,neighbor_similarity,4675,-0.03770213281644386,0.009935336314344581
tmall,2,tifuknn,diffrec,cooccurrence_support,2470,-0.005738502941459362,0.7756009460537545
tmall,2,tifuknn,diffrec,transition_predictability,2138,-0.012332476148260971,0.5687295605017412
tmall,2,fpmc,triple2vec,n_baskets,4675,-0.019411665439983537,0.1845011524629687
tmall,2,fpmc,triple2vec,avg_basket_size,4675,-0.016674791265548387,0.25432960381258396
tmall,2,fpmc,triple2vec,repeat_rate,4675,-0.03345912970282913,0.022151365497630093
tmall,2,fpmc,triple2vec,adjacent_basket_jaccard,4675,-0.02816657075791504,0.05413842656730524
tmall,2,fpmc,triple2vec,recency_frequency_disagreement,4675,0.005128252164062207,0.7259278431077758
tmall,2,fpmc,triple2vec,recent_basket_novelty,4675,0.022037036929081072,0.13192867176628859
tmall,2,fpmc,triple2vec,popularity_profile,4675,0.00898151692813985,0.5392482708772849
tmall,2,fpmc,triple2vec,neighbor_similarity,4675,-0.0017318088158287436,0.9057673079669708
tmall,2,fpmc,triple2vec,cooccurrence_support,2470,-0.010100223139125654,0.6158570027894643
tmall,2,fpmc,triple2vec,transition_predictability,2138,0.010377550215027764,0.6315297870656478
tmall,2,fpmc,sets2sets,n_baskets,4675,0.003816765398976722,0.7941707249917543
tmall,2,fpmc,sets2sets,avg_basket_size,4675,-0.0052401321838943925,0.7201971661392651
tmall,2,fpmc,sets2sets,repeat_rate,4675,-0.02525646297414859,0.08422185944749519
tmall,2,fpmc,sets2sets,adjacent_basket_jaccard,4675,-0.020897885450770103,0.1531061978244994
tmall,2,fpmc,sets2sets,recency_frequency_disagreement,4675,0.02606003552945887,0.07480563925814655
tmall,2,fpmc,sets2sets,recent_basket_novelty,4675,0.013801268464910645,0.345455827868282
tmall,2,fpmc,sets2sets,popularity_profile,4675,0.008219385528984612,0.5742173780260182
tmall,2,fpmc,sets2sets,neighbor_similarity,4675,-0.007008847251144085,0.6318671645633952
tmall,2,fpmc,sets2sets,cooccurrence_support,2470,-0.028540936697408516,0.15618213594211017
tmall,2,fpmc,sets2sets,transition_predictability,2138,0.01029016105084869,0.6344049309137594
tmall,2,fpmc,dnntsp,n_baskets,4675,-0.031297998839705715,0.03236119711368872
tmall,2,fpmc,dnntsp,avg_basket_size,4675,-0.03395384690439592,0.020254057420870237
tmall,2,fpmc,dnntsp,repeat_rate,4675,0.0012808939463516394,0.9302292390247902
tmall,2,fpmc,dnntsp,adjacent_basket_jaccard,4675,0.006178517059297052,0.6727762726114102
tmall,2,fpmc,dnntsp,recency_frequency_disagreement,4675,-0.030245213105753885,0.03864892058142465
tmall,2,fpmc,dnntsp,recent_basket_novelty,4675,-0.012030959797704938,0.41084114849488695
tmall,2,fpmc,dnntsp,popularity_profile,4675,0.0308210489457673,0.03509205201197457
tmall,2,fpmc,dnntsp,neighbor_similarity,4675,0.02838902684498782,0.05226523784370589
tmall,2,fpmc,dnntsp,cooccurrence_support,2470,-0.025758391509632373,0.20063903756988777
tmall,2,fpmc,dnntsp,transition_predictability,2138,-0.008501308361266523,0.6944191459544198
tmall,2,fpmc,cbp,n_baskets,4675,-0.010023991378380823,0.4932088676354276
tmall,2,fpmc,cbp,avg_basket_size,4675,-0.0022810114830815265,0.8760958351239638
tmall,2,fpmc,cbp,repeat_rate,4675,-0.015809862309117427,0.2798031962532962
