dataset,keyset,method_a,method_b,n_users,n_decisive,a_win_rate,b_win_rate,tie_rate,decisive_rate,conditional_a_win_rate,conditional_b_win_rate,mean_delta
tafeng,0,recency,dnntsp,4073,1325,0.14559292904493001,0.17972010802848024,0.6746869629265897,0.32531303707341025,0.44754716981132076,0.5524528301886793,-0.027566422960810077
tafeng,0,recency,cbp,4073,1280,0.12889761846304934,0.18536705131352813,0.6857353302234226,0.31426466977657747,0.41015625,0.58984375,-0.035799016413145875
tafeng,0,recency,diffrec,4073,1045,0.10974711514853916,0.1468205254112448,0.743432359440216,0.2565676405597839,0.4277511961722488,0.5722488038277512,-0.01699139629428754
tafeng,0,frequency,racf,4073,563,0.06555364596120795,0.07267370488583354,0.8617726491529585,0.1382273508470415,0.47424511545293074,0.5257548845470693,-0.001471343362960324
tafeng,0,frequency,tifuknn,4073,820,0.10999263442180211,0.09133316965381783,0.79867419592438,0.20132580407561992,0.5463414634146342,0.45365853658536587,0.011467305652567655
tafeng,0,frequency,fpmc,4073,1345,0.20574515099435306,0.12447827154431623,0.6697765774613307,0.33022342253866926,0.6230483271375464,0.3769516728624535,0.021434630896300218
tafeng,0,frequency,triple2vec,4073,833,0.11686717407316474,0.08765038055487356,0.7954824453719617,0.2045175546280383,0.5714285714285714,0.42857142857142855,0.006351200142984979
tafeng,0,frequency,sets2sets,4073,1275,0.16719862509206973,0.14583844831819298,0.6869629265897373,0.3130370734102627,0.5341176470588235,0.46588235294117647,0.0016429021012121464
tafeng,0,frequency,dnntsp,4073,1329,0.17309108765038056,0.1532040265160815,0.6737048858335379,0.32629511416646206,0.5304740406320542,0.46952595936794583,-0.0012426085767192523
tafeng,0,frequency,cbp,4073,1157,0.1632703167198625,0.12079548244537196,0.7159342008347656,0.28406579916523444,0.57476231633535,0.42523768366465,-0.009475202029055049
tafeng,0,frequency,diffrec,4073,833,0.12030444389884606,0.08421311072919224,0.7954824453719617,0.2045175546280383,0.5882352941176471,0.4117647058823529,0.009332418089803285
tafeng,0,racf,tifuknn,4073,841,0.11563957770684999,0.09084213110729192,0.793518291185858,0.2064817088141419,0.5600475624256838,0.4399524375743163,0.012938649015527978
tafeng,0,racf,fpmc,4073,1326,0.2064817088141419,0.11907684753253131,0.6744414436533268,0.3255585563466732,0.6342383107088989,0.36576168929110103,0.02290597425926054
tafeng,0,racf,triple2vec,4073,838,0.12104100171863491,0.08470414927571815,0.7942548490056469,0.20574515099435306,0.5883054892601431,0.4116945107398568,0.007822543505945303
tafeng,0,racf,sets2sets,4073,1284,0.17407316474343235,0.1411735821261969,0.6847532531303707,0.3152467468696293,0.5521806853582555,0.44781931464174457,0.003114245464172471
tafeng,0,racf,dnntsp,4073,1324,0.17751043456911367,0.14755708323103364,0.6749324821998527,0.3250675178001473,0.5460725075528701,0.45392749244712993,0.0002287347862410714
tafeng,0,racf,cbp,4073,1134,0.15713233488828873,0.12128652099189786,0.7215811441198134,0.2784188558801866,0.564373897707231,0.43562610229276894,-0.008003858666094724
tafeng,0,racf,diffrec,4073,822,0.12275963663147557,0.07905720599067027,0.7981831573778542,0.20181684262214583,0.6082725060827251,0.39172749391727496,0.010803761452763608
tafeng,0,tifuknn,fpmc,4073,1373,0.20058924625583108,0.13650871593420083,0.662902037809968,0.3370979621900319,0.5950473415877641,0.404952658412236,0.009967325243732564
tafeng,0,tifuknn,triple2vec,4073,911,0.1185858089860054,0.10508224895654308,0.7763319420574515,0.2236680579425485,0.5301866081229418,0.4698133918770582,-0.005116105509582676
tafeng,0,tifuknn,sets2sets,4073,1368,0.175791799656273,0.16007856616744415,0.6641296341762828,0.33587036582371715,0.5233918128654971,0.4766081871345029,-0.009824403551355507
tafeng,0,tifuknn,dnntsp,4073,1367,0.1689172600049104,0.16670758654554382,0.6643751534495458,0.3356248465504542,0.5032918800292612,0.4967081199707388,-0.012709914229286908
tafeng,0,tifuknn,cbp,4073,1254,0.16449791308617726,0.14338325558556347,0.6921188313282592,0.30788116867174076,0.5342902711323764,0.46570972886762363,-0.020942507681622702
tafeng,0,tifuknn,diffrec,4073,994,0.1291431377363123,0.11490301988706113,0.7559538423766266,0.24404615762337342,0.5291750503018109,0.4708249496981891,-0.0021348875627643696
tafeng,0,fpmc,triple2vec,4073,1302,0.12349619445126442,0.19616989933709797,0.6803339062116376,0.31966609378836236,0.38632872503840243,0.6136712749615976,-0.01508343075331524
tafeng,0,fpmc,sets2sets,4073,900,0.06751780014731157,0.15344954578934447,0.779032654063344,0.22096734593665604,0.3055555555555556,0.6944444444444444,-0.01979172879508807
tafeng,0,fpmc,dnntsp,4073,812,0.06555364596120795,0.13380800392830838,0.8006383501104837,0.19936164988951632,0.3288177339901478,0.6711822660098522,-0.022677239473019473
tafeng,0,fpmc,cbp,4073,986,0.06260741468205254,0.1794745887552173,0.7579179965627302,0.24208200343726982,0.25862068965517243,0.7413793103448276,-0.030909832925355263
tafeng,0,fpmc,diffrec,4073,1213,0.1185858089860054,0.17922906948195433,0.7021851215320403,0.29781487846795973,0.39818631492168177,0.6018136850783182,-0.012102212806496931
tafeng,0,triple2vec,sets2sets,4073,1300,0.16056960471397005,0.15860545052786643,0.6808249447581635,0.3191750552418365,0.5030769230769231,0.4969230769230769,-0.004708298041772831
tafeng,0,triple2vec,dnntsp,4073,1318,0.16204272035354775,0.16155168180702184,0.6764055978394304,0.3235944021605696,0.5007587253414264,0.4992412746585736,-0.007593808719704231
tafeng,0,triple2vec,cbp,4073,1141,0.14657500613798183,0.13356248465504542,0.7198625092069727,0.28013749079302724,0.523225241016652,0.4767747589833479,-0.01582640217204003
tafeng,0,triple2vec,diffrec,4073,999,0.12300515590473853,0.12226859808494966,0.7547262460103118,0.2452737539896882,0.5015015015015015,0.4984984984984985,0.002981217946818306
tafeng,0,sets2sets,dnntsp,4073,947,0.11563957770684999,0.11686717407316474,0.7674932482199852,0.23250675178001473,0.49736008447729674,0.5026399155227033,-0.0028855106779314
tafeng,0,sets2sets,cbp,4073,1060,0.11072919224159096,0.14952123741713724,0.7397495703412718,0.2602504296587282,0.42547169811320756,0.5745283018867925,-0.011118104130267193
tafeng,0,sets2sets,diffrec,4073,1174,0.14289221703903757,0.14534740977166707,0.7117603731892954,0.28823962681070464,0.4957410562180579,0.504258943781942,0.007689515988591137
tafeng,0,dnntsp,cbp,4073,1096,0.11220230788116867,0.1568868156150258,0.7309108765038056,0.26908912349619446,0.416970802919708,0.583029197080292,-0.008232593452335795
tafeng,0,dnntsp,diffrec,4073,1236,0.1532040265160815,0.1502577952369261,0.6965381782469924,0.3034618217530076,0.5048543689320388,0.49514563106796117,0.010575026666522538
tafeng,0,cbp,diffrec,4073,1192,0.15467714215565923,0.13798183157377855,0.7073410262705623,0.2926589737294378,0.5285234899328859,0.4714765100671141,0.01880762011885833
tafeng,1,recency,frequency,4073,846,0.06579916523447091,0.14191013994598575,0.7922906948195433,0.20770930518045666,0.31678486997635935,0.6832151300236406,-0.0284711555135433
tafeng,1,recency,racf,4073,1063,0.08617726491529586,0.17480972256322122,0.7390130125214829,0.26098698747851706,0.3301975540921919,0.6698024459078081,-0.03259410644556058
tafeng,1,recency,tifuknn,4073,792,0.07512889761846304,0.11932236680579425,0.8055487355757427,0.1944512644242573,0.38636363636363635,0.6136363636363636,-0.01776869074390622
tafeng,1,recency,fpmc,4073,1265,0.17726491529585073,0.13331696538178248,0.6894181193223669,0.3105818806776332,0.5707509881422925,0.42924901185770753,-0.00303631659469966
tafeng,1,recency,triple2vec,4073,1082,0.11784925116621654,0.14780260250429658,0.7343481463294869,0.26565185367051314,0.4436229205175601,0.55637707948244,-0.01726136322551032
tafeng,1,recency,sets2sets,4073,1319,0.15394058433587038,0.16989933709796218,0.6761600785661674,0.32383992143383256,0.47536012130401817,0.5246398786959818,-0.02326548996007154
tafeng,1,recency,dnntsp,4073,1343,0.1482936410508225,0.1814387429413209,0.6702676160078567,0.3297323839921434,0.44973938942665675,0.5502606105733433,-0.023742711731560062
tafeng,1,recency,cbp,4073,1319,0.12963417628283821,0.19420574515099434,0.6761600785661674,0.32383992143383256,0.400303260045489,0.599696739954511,-0.03536499575271553
tafeng,1,recency,diffrec,4073,1069,0.11416646206727228,0.1482936410508225,0.7375398968819052,0.26246010311809476,0.43498596819457436,0.5650140318054256,-0.020613867345331913
tafeng,1,frequency,racf,4073,612,0.0638350110483673,0.0864227841885588,0.8497422047630739,0.1502577952369261,0.42483660130718953,0.5751633986928104,-0.004122950932017275
tafeng,1,frequency,tifuknn,4073,823,0.11563957770684999,0.0864227841885588,0.7979376381045912,0.2020623618954088,0.5722964763061968,0.42770352369380316,0.010702464769637078
tafeng,1,frequency,fpmc,4073,1371,0.21973974957034126,0.11686717407316474,0.663393076356494,0.33660692364350603,0.6528081692195478,0.34719183078045224,0.025434838918843645
tafeng,1,frequency,triple2vec,4073,877,0.1311072919224159,0.08421311072919224,0.7846795973483919,0.21532040265160815,0.6088939566704675,0.39110604332953247,0.011209792288032977
tafeng,1,frequency,sets2sets,4073,1355,0.18929535968573533,0.14338325558556347,0.6673213847287012,0.33267861527129877,0.5690036900369003,0.4309963099630996,0.005205665553471762
tafeng,1,frequency,dnntsp,4073,1373,0.1829118585808986,0.15418610360913332,0.662902037809968,0.3370979621900319,0.5426074289876184,0.4573925710123816,0.0047284437819832435
tafeng,1,frequency,cbp,4073,1251,0.17751043456911367,0.12963417628283821,0.6928553891480481,0.3071446108519519,0.5779376498800959,0.42206235011990406,-0.00689384023917223
tafeng,1,frequency,diffrec,4073,990,0.1416646206727228,0.10139945985759882,0.7569359194696784,0.24306408053032164,0.5828282828282828,0.4171717171717172,0.007857288168211386
tafeng,1,racf,tifuknn,4073,841,0.12226859808494966,0.08421311072919224,0.793518291185858,0.2064817088141419,0.5921521997621879,0.40784780023781214,0.014825415701654354
tafeng,1,racf,fpmc,4073,1372,0.2256322121286521,0.11122023078811687,0.663147557083231,0.33685244291676897,0.6698250728862973,0.3301749271137026,0.029557789850860917
tafeng,1,racf,triple2vec,4073,896,0.1416646206727228,0.07832064817088141,0.7800147311563957,0.21998526884360423,0.6439732142857143,0.3560267857142857,0.015332743220050252
tafeng,1,racf,sets2sets,4073,1382,0.19862509206972748,0.140682543579671,0.6606923643506015,0.3393076356493985,0.585383502170767,0.414616497829233,0.009328616485489038
tafeng,1,racf,dnntsp,4073,1370,0.1883132825926835,0.14804812177755955,0.6636385956297569,0.3363614043702431,0.5598540145985401,0.4401459854014598,0.008851394714000517
tafeng,1,racf,cbp,4073,1239,0.18021114657500614,0.12398723299779033,0.6958016204272035,0.30419837957279644,0.5924132364810331,0.4075867635189669,-0.0027708893071549537
tafeng,1,racf,diffrec,4073,926,0.14240117849251166,0.08494966854898109,0.7726491529585072,0.22735084704149275,0.6263498920086393,0.37365010799136067,0.011980239100228662
tafeng,1,tifuknn,fpmc,4073,1371,0.20795482445371963,0.1286520991897864,0.663393076356494,0.33660692364350603,0.6177972283005105,0.3822027716994894,0.014732374149206565
tafeng,1,tifuknn,triple2vec,4073,926,0.12717898355020868,0.10017186349128407,0.7726491529585072,0.22735084704149275,0.5593952483801296,0.4406047516198704,0.0005073275183958981
tafeng,1,tifuknn,sets2sets,4073,1438,0.18880432113920942,0.16425239381291432,0.6469432850478762,0.35305671495212376,0.5347705146036161,0.46522948539638387,-0.005496799216165316
tafeng,1,tifuknn,dnntsp,4073,1394,0.17554628038301007,0.16670758654554382,0.6577461330714461,0.3422538669285539,0.5129124820659972,0.48708751793400284,-0.005974020987653836
tafeng,1,tifuknn,cbp,4073,1276,0.16842622145838448,0.14485637122514117,0.6867174073164743,0.31328259268352565,0.5376175548589341,0.46238244514106586,-0.017596305008809307
tafeng,1,tifuknn,diffrec,4073,1094,0.14436533267861526,0.12423275227105328,0.7314019150503315,0.2685980849496685,0.5374771480804388,0.4625228519195612,-0.002845176601425692
tafeng,1,fpmc,triple2vec,4073,1303,0.120549963172109,0.19936164988951632,0.6800883869383747,0.31991161306162536,0.3768227168073676,0.6231772831926324,-0.014225046630810664
tafeng,1,fpmc,sets2sets,4073,857,0.058679106309845325,0.1517309108765038,0.7895899828136509,0.21041001718634914,0.27887981330221706,0.721120186697783,-0.02022917336537188
tafeng,1,fpmc,dnntsp,4073,958,0.08323103363614044,0.15197643014976675,0.7647925362140928,0.2352074637859072,0.35386221294363257,0.6461377870563675,-0.0207063951368604
tafeng,1,fpmc,cbp,4073,1054,0.06162533758900074,0.19715197643014976,0.7412226859808495,0.2587773140191505,0.2381404174573055,0.7618595825426945,-0.03232867915801586
tafeng,1,fpmc,diffrec,4073,1127,0.09771667075865456,0.1789835502086914,0.7232997790326541,0.2767002209673459,0.3531499556344277,0.6468500443655724,-0.017577550750632255
tafeng,1,triple2vec,sets2sets,4073,1365,0.1723545298305917,0.1627792781733366,0.6648661919960717,0.33513380800392834,0.5142857142857142,0.4857142857142857,-0.0060041267345612125
tafeng,1,triple2vec,dnntsp,4073,1335,0.16400687453965138,0.1637613552663884,0.6722317701939602,0.32776822980603976,0.500374531835206,0.49962546816479403,-0.006481348506049735
tafeng,1,triple2vec,cbp,4073,1188,0.1463294868647189,0.14534740977166707,0.708323103363614,0.29167689663638596,0.5016835016835017,0.4983164983164983,-0.018103632527205208
tafeng,1,triple2vec,diffrec,4073,1083,0.1276700220967346,0.1382273508470415,0.7341026270562239,0.2658973729437761,0.4801477377654663,0.5198522622345337,-0.0033525041198215894
tafeng,1,sets2sets,dnntsp,4073,1051,0.12987969555610115,0.1281610606432605,0.7419592438006384,0.2580407561993617,0.5033301617507137,0.4966698382492864,-0.0004772217714885204
tafeng,1,sets2sets,cbp,4073,1114,0.1080284802356985,0.16547999017922907,0.7264915295850725,0.2735084704149276,0.39497307001795334,0.6050269299820467,-0.012099505792643992
tafeng,1,sets2sets,diffrec,4073,1163,0.13749079302725264,0.14804812177755955,0.7144610851951878,0.2855389148048122,0.4815133276010318,0.5184866723989682,0.002651622614739624
tafeng,1,dnntsp,cbp,4073,1227,0.12447827154431623,0.17677387674932482,0.698747851706359,0.30125214829364105,0.4132029339853301,0.58679706601467,-0.011622284021155472
tafeng,1,dnntsp,diffrec,4073,1197,0.14559292904493001,0.1482936410508225,0.7061134299042475,0.29388657009575253,0.4954051796157059,0.504594820384294,0.003128844386228144
tafeng,1,cbp,diffrec,4073,1196,0.16204272035354775,0.13159833046894182,0.7063589491775104,0.2936410508224896,0.5518394648829431,0.44816053511705684,0.014751128407383615
tafeng,2,recency,frequency,4073,871,0.07881168671740732,0.13503560029462314,0.7861527129879695,0.21384728701203046,0.3685419058553387,0.6314580941446614,-0.02611996503725384
tafeng,2,recency,racf,4073,1054,0.09231524674686963,0.16646206727228088,0.7412226859808495,0.2587773140191505,0.3567362428842505,0.6432637571157496,-0.030023582229322603
tafeng,2,recency,tifuknn,4073,754,0.07267370488583354,0.11244782715443162,0.8148784679597348,0.18512153204026516,0.3925729442970822,0.6074270557029178,-0.015125437575145331
tafeng,2,recency,fpmc,4073,1301,0.17530076110974713,0.14411981340535232,0.6805794254849006,0.3194205745150994,0.5488086087624904,0.4511913912375096,-0.006575778016416073
tafeng,2,recency,triple2vec,4073,1092,0.120549963172109,0.14755708323103364,0.7318929535968574,0.26810704640314265,0.44963369963369965,0.5503663003663004,-0.019135843324224217
tafeng,2,recency,sets2sets,4073,1305,0.14952123741713724,0.170881414191014,0.6795973483918487,0.32040265160815123,0.4666666666666667,0.5333333333333333,-0.025038705834814365
tafeng,2,recency,dnntsp,4073,1338,0.1382273508470415,0.19027743677878714,0.6714952123741714,0.32850478762582863,0.42077727952167415,0.5792227204783259,-0.03080930492799655
tafeng,2,recency,cbp,4073,1318,0.13650871593420083,0.18708568622636876,0.6764055978394304,0.3235944021605696,0.4218512898330804,0.5781487101669196,-0.03625521723639463
tafeng,2,recency,diffrec,4073,1056,0.11171126933464277,0.14755708323103364,0.7407316474343236,0.25926835256567643,0.4308712121212121,0.5691287878787878,-0.016650511296414615
tafeng,2,frequency,racf,4073,585,0.05990670267616008,0.08372207218266633,0.8563712251411736,0.1436287748588264,0.4170940170940171,0.582905982905983,-0.0039036171920687575
tafeng,2,frequency,tifuknn,4073,800,0.10532776822980604,0.09108765038055487,0.8035845813896391,0.1964154186103609,0.53625,0.46375,0.01099452746210851
tafeng,2,frequency,fpmc,4073,1327,0.1996071691627793,0.1261969064571569,0.6741959243800638,0.3258040756199362,0.6126601356443104,0.3873398643556895,0.01954418702083777
tafeng,2,frequency,triple2vec,4073,810,0.11416646206727228,0.08470414927571815,0.8011293886570096,0.19887061134299042,0.5740740740740741,0.42592592592592593,0.0069841217130296234
tafeng,2,frequency,sets2sets,4073,1304,0.1713724527375399,0.1487846795973484,0.6798428676651117,0.3201571323348883,0.5352760736196319,0.4647239263803681,0.001081259202439477
tafeng,2,frequency,dnntsp,4073,1302,0.16204272035354775,0.15762337343481464,0.6803339062116376,0.31966609378836236,0.5069124423963134,0.4930875576036866,-0.00468933989074271
tafeng,2,frequency,cbp,4073,1188,0.1627792781733366,0.12889761846304934,0.708323103363614,0.29167689663638596,0.5580808080808081,0.44191919191919193,-0.010135252199140788
tafeng,2,frequency,diffrec,4073,869,0.1180947704394795,0.09526147802602504,0.7866437515344955,0.21335624846550455,0.5535097813578826,0.44649021864211735,0.009469453740839226
tafeng,2,racf,tifuknn,4073,823,0.11588509698011294,0.08617726491529586,0.7979376381045912,0.2020623618954088,0.5735115431348724,0.4264884568651276,0.014898144654177268
tafeng,2,racf,fpmc,4073,1317,0.20279891971519765,0.120549963172109,0.6766511171126933,0.3233488828873067,0.6271829916476841,0.37281700835231585,0.023447804212906525
tafeng,2,racf,triple2vec,4073,838,0.12742450282347165,0.07832064817088141,0.7942548490056469,0.20574515099435306,0.6193317422434368,0.38066825775656327,0.010887738905098381
tafeng,2,racf,sets2sets,4073,1306,0.1794745887552173,0.1411735821261969,0.6793518291185858,0.3206481708814142,0.5597243491577335,0.44027565084226644,0.0049848763945082334
tafeng,2,racf,dnntsp,4073,1270,0.16253375890007365,0.1492757181438743,0.6881905229560521,0.31180947704394796,0.521259842519685,0.47874015748031495,-0.0007857226986739516
tafeng,2,racf,cbp,4073,1162,0.1627792781733366,0.12251411735821262,0.7147066044684508,0.28529339553154925,0.5705679862306369,0.4294320137693632,-0.0062316350070720315
tafeng,2,racf,diffrec,4073,841,0.12693346427694574,0.07954824453719617,0.793518291185858,0.2064817088141419,0.6147443519619501,0.38525564803804996,0.013373070932907984
tafeng,2,tifuknn,fpmc,4073,1376,0.19862509206972748,0.1392094279400933,0.6621654799901793,0.3378345200098208,0.5879360465116279,0.4120639534883721,0.008549659558729258
tafeng,2,tifuknn,triple2vec,4073,921,0.12349619445126442,0.10262705622391358,0.773876749324822,0.226123250675178,0.5461454940282302,0.4538545059717698,-0.004010405749078888
tafeng,2,tifuknn,sets2sets,4073,1386,0.17480972256322122,0.16547999017922907,0.6597102872575498,0.3402897127424503,0.5137085137085137,0.4862914862914863,-0.009913268259669036
tafeng,2,tifuknn,dnntsp,4073,1381,0.16155168180702184,0.17751043456911367,0.6609378836238645,0.33906211637613554,0.47646632874728456,0.5235336712527154,-0.01568386735285122
tafeng,2,tifuknn,cbp,4073,1237,0.160815123987233,0.14289221703903757,0.6962926589737294,0.30370734102627056,0.5295068714632175,0.47049312853678255,-0.0211297796612493
tafeng,2,tifuknn,diffrec,4073,1022,0.1311072919224159,0.11981340535232016,0.7490793027252639,0.2509206972747361,0.5225048923679061,0.4774951076320939,-0.001525073721269286
tafeng,2,fpmc,triple2vec,4073,1289,0.1276700220967346,0.18880432113920942,0.683525656764056,0.31647434323594403,0.4034134988363072,0.5965865011636928,-0.01256006530780815
tafeng,2,fpmc,sets2sets,4073,838,0.06039774122268598,0.14534740977166707,0.7942548490056469,0.20574515099435306,0.2935560859188544,0.7064439140811456,-0.018462927818398298
tafeng,2,fpmc,dnntsp,4073,988,0.0844586300024552,0.15811441198134055,0.7574269580162043,0.24257304198379573,0.3481781376518219,0.6518218623481782,-0.02423352691158048
tafeng,2,fpmc,cbp,4073,1001,0.06481708814141911,0.180947704394795,0.7542352074637859,0.24576479253621408,0.26373626373626374,0.7362637362637363,-0.02967943921997856
tafeng,2,fpmc,diffrec,4073,1215,0.12153204026516082,0.17677387674932482,0.7016940829855144,0.2983059170144856,0.4074074074074074,0.5925925925925926,-0.010074733279998544
tafeng,2,triple2vec,sets2sets,4073,1295,0.16106064326049596,0.1568868156150258,0.6820525411244782,0.3179474588755217,0.5065637065637065,0.4934362934362934,-0.0059028625105901475
tafeng,2,triple2vec,dnntsp,4073,1306,0.1492757181438743,0.1713724527375399,0.6793518291185858,0.3206481708814142,0.4655436447166922,0.5344563552833078,-0.011673461603772332
tafeng,2,triple2vec,cbp,4073,1164,0.14387429413208938,0.14191013994598575,0.7142155659219249,0.28578443407807513,0.5034364261168385,0.4965635738831615,-0.017119373912170412
tafeng,2,triple2vec,diffrec,4073,1010,0.11883132825926836,0.1291431377363123,0.7520255340044193,0.24797446599558065,0.4792079207920792,0.5207920792079208,0.0024853320278096025
tafeng,2,sets2sets,dnntsp,4073,1044,0.1195678860790572,0.1367542352074638,0.743677878713479,0.256322121286521,0.4664750957854406,0.5335249042145593,-0.0057705990931821854
tafeng,2,sets2sets,cbp,4073,1036,0.10876503805548736,0.14559292904493001,0.7456420328995826,0.25435796710041736,0.4276061776061776,0.5723938223938224,-0.011216511401580264
tafeng,2,sets2sets,diffrec,4073,1198,0.14534740977166707,0.1487846795973484,0.7058679106309845,0.29413208936901547,0.4941569282136895,0.5058430717863105,0.00838819453839975
tafeng,2,dnntsp,cbp,4073,1171,0.13159833046894182,0.15590473852197398,0.7124969310090842,0.28750306899091577,0.45772843723313406,0.5422715627668659,-0.005445912308398079
tafeng,2,dnntsp,diffrec,4073,1226,0.16302479744659956,0.13798183157377855,0.6989933709796219,0.3010066290203781,0.5415986949429038,0.45840130505709625,0.014158793631581935
tafeng,2,cbp,diffrec,4073,1226,0.1603240854407071,0.140682543579671,0.6989933709796219,0.3010066290203781,0.532626427406199,0.46737357259380097,0.019604705939980014
taobao,0,recency,frequency,5677,303,0.02536550995243967,0.028007750572485467,0.9466267394750749,0.05337326052492514,0.4752475247524752,0.5247524752475248,-0.002205862392450875
taobao,0,recency,racf,5677,319,0.025189360577769947,0.031002289941870705,0.9438083494803593,0.05619165051964065,0.4482758620689655,0.5517241379310345,-0.006762300473650015
taobao,0,recency,tifuknn,5677,173,0.008631319358816275,0.02184252245904527,0.9695261581821385,0.030473841817861547,0.2832369942196532,0.7167630057803468,-0.013897784849467153
taobao,0,recency,fpmc,5677,377,0.03593447243262286,0.030473841817861547,0.9335916857495156,0.06640831425048441,0.5411140583554377,0.4588859416445623,-0.003302263176644527
taobao,0,recency,triple2vec,5677,292,0.026774704949797428,0.02466091245376079,0.9485643825964418,0.05143561740355822,0.5205479452054794,0.4794520547945205,0.0022506431845152448
taobao,0,recency,sets2sets,5677,443,0.03311608243790735,0.04491809054077858,0.921965827021314,0.07803417297868592,0.42437923250564336,0.5756207674943566,-0.015436498451905816
taobao,0,recency,dnntsp,5677,422,0.035758323057953144,0.03857671305266866,0.9256649638893782,0.07433503611062181,0.48104265402843605,0.518957345971564,-0.011261879758286365
taobao,0,recency,cbp,5677,316,0.02466091245376079,0.031002289941870705,0.9443367976043685,0.055663202395631495,0.4430379746835443,0.5569620253164557,-0.006643745702245036
taobao,0,recency,diffrec,5677,437,0.033820679936586225,0.04315659679408138,0.9230227232693324,0.07697727673066761,0.43935926773455375,0.5606407322654462,-0.013250438935223393
taobao,0,frequency,racf,5677,75,0.004932182490752158,0.008279020609476837,0.9867887968997711,0.013211203100228995,0.37333333333333335,0.6266666666666667,-0.00455643808119914
taobao,0,frequency,tifuknn,5677,217,0.013387352474898714,0.02483706182843051,0.9617755856966708,0.03822441430332922,0.35023041474654376,0.6497695852534562,-0.011691922457016278
taobao,0,frequency,fpmc,5677,274,0.027655451823146028,0.02060947683635723,0.9517350713404967,0.048264928659503256,0.572992700729927,0.42700729927007297,-0.0010964007841936516
taobao,0,frequency,triple2vec,5677,149,0.016734190593623393,0.009512066232164875,0.9737537431742117,0.02624625682578827,0.6375838926174496,0.3624161073825503,0.00445650557696612
taobao,0,frequency,sets2sets,5677,290,0.02254711995772415,0.028536198696494628,0.9489166813457812,0.05108331865421878,0.4413793103448276,0.5586206896551724,-0.01323063605945494
taobao,0,frequency,dnntsp,5677,287,0.02466091245376079,0.025893958076448828,0.9494451294697904,0.05055487053020962,0.4878048780487805,0.5121951219512195,-0.009056017365835492
taobao,0,frequency,cbp,5677,144,0.011449709353531795,0.013915800598907874,0.9746344900475603,0.02536550995243967,0.4513888888888889,0.5486111111111112,-0.00443788330979416
taobao,0,frequency,diffrec,5677,271,0.02166637308437555,0.026070107451118547,0.9522635194645059,0.0477364805354941,0.45387453874538747,0.5461254612546126,-0.011044576542772515
taobao,0,racf,tifuknn,5677,196,0.013035053725559274,0.02149022370970583,0.9654747225647349,0.0345252774352651,0.37755102040816324,0.6224489795918368,-0.00713548437581714
taobao,0,racf,fpmc,5677,236,0.02659855557512771,0.014972696846926193,0.958428747577946,0.0415712524220539,0.6398305084745762,0.3601694915254237,0.0034600372970054884
taobao,0,racf,triple2vec,5677,176,0.02060947683635723,0.010392813105513475,0.9689977100581293,0.031002289941870705,0.6647727272727273,0.3352272727272727,0.00901294365816526
taobao,0,racf,sets2sets,5677,247,0.020433327461687512,0.02307556808173331,0.9564911044565791,0.04350889554342082,0.46963562753036436,0.5303643724696356,-0.0086741979782558
taobao,0,racf,dnntsp,5677,244,0.02307556808173331,0.01990487933767835,0.9570195525805884,0.04298044741941166,0.5368852459016393,0.46311475409836067,-0.004499579284636351
taobao,0,racf,cbp,5677,99,0.009159767482825437,0.008279020609476837,0.9825612119076977,0.017438788092302274,0.5252525252525253,0.47474747474747475,0.00011855477140497945
taobao,0,racf,diffrec,5677,228,0.019552580588338912,0.02060947683635723,0.9598379425753039,0.04016205742469614,0.4868421052631579,0.5131578947368421,-0.006488138461573377
taobao,0,tifuknn,fpmc,5677,310,0.037167518055310905,0.017438788092302274,0.9453936938523868,0.05460630614761318,0.6806451612903226,0.3193548387096774,0.010595521672822628
taobao,0,tifuknn,triple2vec,5677,223,0.027831601197815747,0.011449709353531795,0.9607186894486525,0.039281310551347544,0.7085201793721974,0.2914798206278027,0.0161484280339824
taobao,0,tifuknn,sets2sets,5677,349,0.03258763431389818,0.028888497445834067,0.9385238682402678,0.06147613175973225,0.5300859598853869,0.4699140401146132,-0.0015387136024386607
taobao,0,tifuknn,dnntsp,5677,328,0.03470142680993483,0.02307556808173331,0.9422230051083319,0.05777699489166813,0.600609756097561,0.39939024390243905,0.0026359050911807878
taobao,0,tifuknn,cbp,5677,191,0.02113792496036639,0.012506605601550114,0.9663554694380835,0.033644530561916505,0.6282722513089005,0.3717277486910995,0.007254039147222117
taobao,0,tifuknn,diffrec,5677,337,0.03258763431389818,0.026774704949797428,0.9406376607363044,0.059362339263695614,0.5489614243323442,0.45103857566765576,0.000647345914243763
taobao,0,fpmc,triple2vec,5677,301,0.025189360577769947,0.027831601197815747,0.9469790382244143,0.0530209617755857,0.4750830564784053,0.5249169435215947,0.005552906361159772
taobao,0,fpmc,sets2sets,5677,119,0.00035229874933943986,0.02060947683635723,0.9790382244143033,0.02096177558569667,0.01680672268907563,0.9831932773109243,-0.01213423527526129
taobao,0,fpmc,dnntsp,5677,64,0.0015853443720274794,0.009688215606834596,0.988726440021138,0.011273559978862075,0.140625,0.859375,-0.00795961658164184
taobao,0,fpmc,cbp,5677,221,0.014268099348247314,0.02466091245376079,0.9610709881979919,0.038929011802008105,0.3665158371040724,0.6334841628959276,-0.0033414825256005086
