dataset,keyset,claim_type,method,feature,expected_sign,n_users_complete,n_users_nonzero,all_zero_fraction,coef_full,bootstrap_median,ci_low,ci_high,ci_excludes_zero,matches_expected_sign,coef_nonzero_users,nonzero_same_sign,rho_raw,rho_centered
tafeng,2,discovery,fpmc,n_baskets,1,2813,1358,0.5172413793103448,0.01648267231041236,0.0162939096669468,0.010488745429517837,0.022866644533578243,True,True,0.03262074782428112,True,0.08503955165865136,0.02105745965706056
tafeng,2,observed_contrast,fpmc,repeat_rate,-1,2813,1358,0.5172413793103448,-0.02436635830725648,-0.02409019188991733,-0.03811375966449096,-0.012335309474881493,True,True,-0.041686743571077364,True,0.04561378097969789,-0.15357146699727528
tafeng,2,observed_contrast,recency,repeat_rate,-1,2813,1358,0.5172413793103448,-0.01527356989301579,-0.0152062420553805,-0.024468401873067244,-0.0037080384320327337,True,True,-0.016415066092779554,True,0.12694403494247233,-0.10562531132253378
valuedshopper,0,expected,frequency,repeat_rate,1,6214,4946,0.20405535886707438,0.018124050288993672,0.017997789567464,0.013850628087496776,0.022035653329695787,True,True,0.0207233636635215,True,0.38878181042444704,0.16777922754308613
valuedshopper,0,expected,tifuknn,repeat_rate,1,6214,4946,0.20405535886707438,0.022766647547518417,0.022723892560920694,0.01826297578290396,0.027017273784513178,True,True,0.02607090220345476,True,0.4068504798554706,0.23659471568307883
valuedshopper,0,expected,cbp,repeat_rate,1,6214,4946,0.20405535886707438,0.018523542321476516,0.018284286698646943,0.014135171076141794,0.022241985912748112,True,True,0.021206414625541653,True,0.3900126322856659,0.1737915262414608
valuedshopper,0,expected,recency,adjacent_basket_jaccard,1,6214,4946,0.20405535886707438,0.00937410966815278,0.00906456369674143,0.0024427533203092515,0.015542868959529572,True,True,0.014851759374433234,True,0.36725002421128783,-0.04832833728140817
valuedshopper,0,expected,fpmc,transition_strength,1,6214,4946,0.20405535886707438,0.0036944066424178927,0.0036089504137648736,-0.0018063495256207423,0.009064884185383723,False,True,0.005994690967385669,True,0.14537182519072073,0.006792366565921978
valuedshopper,0,expected,dnntsp,transition_strength,1,6214,4946,0.20405535886707438,-0.0009857687846318887,-0.0008744776680156413,-0.00526557301250687,0.003904778712712158,False,False,-0.00183511798366487,True,0.12549320325802998,0.01724946173564679
valuedshopper,0,expected,triple2vec,relational_strength,1,6214,4946,0.20405535886707438,-0.004255029178709714,-0.004276349420231476,-0.007855020262647104,-0.00041857453343107905,True,False,-0.005561458500964983,True,0.08852970582338023,0.030662055126528982
valuedshopper,0,discovery,fpmc,n_baskets,1,6214,4946,0.20405535886707438,0.003915376215436092,0.0036988624538745124,-0.0014488440335908056,0.008936998901843827,False,True,0.005070896825245946,True,0.0037633408871601062,-0.0035612944504170114
valuedshopper,0,observed_contrast,fpmc,repeat_rate,-1,6214,4946,0.20405535886707438,-0.0573024305729942,-0.05680899795116902,-0.06480097278010752,-0.049651022596547634,True,True,-0.06675152833837869,True,0.22323830439002781,-0.2595144794545326
valuedshopper,0,observed_contrast,recency,repeat_rate,-1,6214,4946,0.20405535886707438,-0.029640344139377713,-0.02947153265242482,-0.03624090259734865,-0.02255153849010907,True,True,-0.030963732085314163,True,0.34689557186258047,-0.1132941970759392
valuedshopper,1,expected,frequency,repeat_rate,1,6214,4947,0.20389443192790468,0.018672577649301934,0.0186166732845179,0.014640302257870203,0.022717481566145916,True,True,0.02072367748425947,True,0.390463880125201,0.18373338885240426
valuedshopper,1,expected,tifuknn,repeat_rate,1,6214,4947,0.20389443192790468,0.02003816547927171,0.020129840931229097,0.01572639772606452,0.024355269692390324,True,True,0.02215813617414252,True,0.40481283224272796,0.23063765921037804
valuedshopper,1,expected,cbp,repeat_rate,1,6214,4947,0.20389443192790468,0.018738639663236637,0.018580842652683737,0.014898137643579838,0.02270310500051177,True,True,0.020564133999161346,True,0.39027754702188383,0.1800671153513227
valuedshopper,1,expected,recency,adjacent_basket_jaccard,1,6214,4947,0.20389443192790468,0.004518490529720877,0.004519631881604808,-0.0017211749909256254,0.01089011487415656,False,True,0.00879864471542599,True,0.3624457393255354,-0.08708244365761181
valuedshopper,1,expected,fpmc,transition_strength,1,6214,4947,0.20389443192790468,0.008858573693208091,0.00876480610878938,0.002234668849432729,0.01549358214899251,True,True,0.013288298768576033,True,0.15388622816697836,0.018278513910815787
valuedshopper,1,expected,dnntsp,transition_strength,1,6214,4947,0.20389443192790468,-0.0009833869655096895,-0.0009472915606748183,-0.0059444724031847045,0.004243767693395251,False,False,-0.0016501241529784984,True,0.11927581056450623,0.007689066893362083
valuedshopper,1,expected,triple2vec,relational_strength,1,6214,4947,0.20389443192790468,-0.00565374936639512,-0.005630302865729143,-0.009135914837131559,-0.002020528868695872,True,False,-0.007778160604212035,True,0.09734077746471734,0.014364672371153655
valuedshopper,1,discovery,fpmc,n_baskets,1,6214,4947,0.20389443192790468,0.0029319154292235666,0.0027897156453305233,-0.0009734248146419897,0.007284052846444655,False,True,0.003689186250577601,True,-0.006949114087225055,-0.010258285832415835
valuedshopper,1,observed_contrast,fpmc,repeat_rate,-1,6214,4947,0.20389443192790468,-0.05517296519416488,-0.055023435825584714,-0.06300199009378568,-0.04733715194958881,True,True,-0.06275512966690748,True,0.21323850271627165,-0.2654995771689528
valuedshopper,1,observed_contrast,recency,repeat_rate,-1,6214,4947,0.20389443192790468,-0.02871811439113383,-0.028491118433723286,-0.0362409163770669,-0.02129739764499059,True,True,-0.02876244831003951,True,0.3397165071850315,-0.136579498601071
valuedshopper,2,expected,frequency,repeat_rate,1,6214,4954,0.2027679433537174,0.017225474746989808,0.01721659475687688,0.012778685343452131,0.021628367666905207,True,True,0.01926561557077396,True,0.3734979110148138,0.16537250605707873
valuedshopper,2,expected,tifuknn,repeat_rate,1,6214,4954,0.2027679433537174,0.020599683175004078,0.020670048623914222,0.015695228055189175,0.02526494636862762,True,True,0.02353892961524345,True,0.39464599131876815,0.2252148888560996
valuedshopper,2,expected,cbp,repeat_rate,1,6214,4954,0.2027679433537174,0.017775015381235302,0.017809222892881612,0.013384830468374716,0.0221348235677915,True,True,0.01980532147668958,True,0.3783357486551473,0.17633232259110312
valuedshopper,2,expected,recency,adjacent_basket_jaccard,1,6214,4954,0.2027679433537174,0.012001104949814895,0.01202113909961752,0.0048438853158073465,0.0186941293850116,True,True,0.019104151034364147,True,0.35467386970789516,-0.0720380316845862
valuedshopper,2,expected,fpmc,transition_strength,1,6214,4954,0.2027679433537174,0.006083973624843824,0.006180029465233778,-0.0006408339308968135,0.012556848775910335,False,True,0.009055904279893934,True,0.15916280010380718,0.018177192229301094
valuedshopper,2,expected,dnntsp,transition_strength,1,6214,4954,0.2027679433537174,0.002997991495633614,0.0029789385812939682,-0.0018269740762886155,0.008617488063650711,False,True,0.0031745346741202767,True,0.13270888184039545,0.02876715866938445
valuedshopper,2,expected,triple2vec,relational_strength,1,6214,4954,0.2027679433537174,-0.0022800898104152335,-0.002195516923800085,-0.005611177582010652,0.0013385986984571256,False,False,-0.0038511913350928162,True,0.11590500735864742,0.04171791619853332
valuedshopper,2,discovery,fpmc,n_baskets,1,6214,4954,0.2027679433537174,0.0029426617492683636,0.0031233557750759925,-0.0012844561728689227,0.00754639823265816,False,True,0.004507929865052451,True,0.02060937449085355,0.003642145666919541
valuedshopper,2,observed_contrast,fpmc,repeat_rate,-1,6214,4954,0.2027679433537174,-0.05446555890861592,-0.054631336676626924,-0.06260164886100593,-0.047038599755324206,True,True,-0.06292287557789275,True,0.22890247010862946,-0.2533887431116132
valuedshopper,2,observed_contrast,recency,repeat_rate,-1,6214,4954,0.2027679433537174,-0.03326491903613864,-0.033204329088835624,-0.04080094642616593,-0.026014237775011377,True,True,-0.0371449858668061,True,0.32243175055476964,-0.14111899180051019
